Type,Function,Digit,Time(ms)
i32toa_sequential,sprintf,4,11.654000
i32toa_sequential,sprintf,5,11.973000
i32toa_sequential,sprintf,6,12.224000
i32toa_sequential,sprintf,7,12.486000
i32toa_sequential,sprintf,8,11.876000
i32toa_sequential,sprintf,9,12.287000
i32toa_sequential,sprintf,10,12.550000
i32toa_random,sprintf,0,133.509000
i32toa_sequential,lut,1,0.567000
i32toa_sequential,lut,2,0.679000
i32toa_sequential,lut,3,0.864000
i32toa_sequential,lut,4,1.034000
i32toa_sequential,lut,5,1.199000
i32toa_sequential,lut,6,1.369000
i32toa_sequential,lut,7,1.585000
i32toa_sequential,lut,8,1.727000
i32toa_sequential,lut,9,1.954000
i32toa_sequential,lut,10,2.050000
i32toa_random,lut,0,22.564000
i32toa_sequential,count,1,0.765000
i32toa_sequential,count,2,0.900000
i32toa_sequential,count,3,1.018000
i32toa_sequential,count,4,1.172000
i32toa_sequential,count,5,1.292000
i32toa_sequential,count,6,1.427000
i32toa_sequential,count,7,1.606000
i32toa_sequential,count,8,1.757000
i32toa_sequential,count,9,1.874000
i32toa_sequential,count,10,2.048000
i32toa_random,count,0,21.914000
i32toa_sequential,naive,1,0.463000
i32toa_sequential,naive,2,0.647000
i32toa_sequential,naive,3,0.893000
i32toa_sequential,naive,4,1.095000
i32toa_sequential,naive,5,1.350000
i32toa_sequential,naive,6,1.574000
i32toa_sequential,naive,7,1.764000
i32toa_sequential,naive,8,2.000000
i32toa_sequential,naive,9,2.242000
i32toa_sequential,naive,10,2.456000
i32toa_random,naive,0,22.704000
i32toa_sequential,countlut,1,0.620000
i32toa_sequential,countlut,2,0.670000
i32toa_sequential,countlut,3,0.798000
i32toa_sequential,countlut,4,0.895000
i32toa_sequential,countlut,5,0.939000
i32toa_sequential,countlut,6,1.032000
i32toa_sequential,countlut,7,1.253000
i32toa_sequential,countlut,8,1.358000
i32toa_sequential,countlut,9,1.474000
i32toa_sequential,countlut,10,1.584000
i32toa_random,countlut,0,18.748000
u64toa_sequential,branchlut,1,0.628000
u64toa_sequential,branchlut,2,0.582000
u64toa_sequential,branchlut,3,0.566000
u64toa_sequential,branchlut,4,0.616000
u64toa_sequential,branchlut,5,0.806000
u64toa_sequential,branchlut,6,0.874000
u64toa_sequential,branchlut,7,0.938000
u64toa_sequential,branchlut,8,0.988000
u64toa_sequential,branchlut,9,1.545000
u64toa_sequential,branchlut,10,1.629000
u64toa_sequential,branchlut,11,1.700000
u64toa_sequential,branchlut,12,1.730000
u64toa_sequential,branchlut,13,1.786000
u64toa_sequential,branchlut,14,1.818000
u64toa_sequential,branchlut,15,1.892000
u64toa_sequential,branchlut,16,1.908000
u64toa_sequential,branchlut,17,2.137000
u64toa_sequential,branchlut,18,2.163000
u64toa_sequential,branchlut,19,2.216000
u64toa_sequential,branchlut,20,2.222000
u64toa_random,branchlut,0,46.243000
u64toa_sequential,null,1,0.242000
u64toa_sequential,null,2,0.226000
u64toa_sequential,null,3,0.226000
u64toa_sequential,null,4,0.226000
u64toa_sequential,null,5,0.226000
u64toa_sequential,null,6,0.226000
u64toa_sequential,null,7,0.226000
u64toa_sequential,null,8,0.226000
u64toa_sequential,null,9,0.226000
u64toa_sequential,null,10,0.226000
u64toa_sequential,null,11,0.226000
u64toa_sequential,null,12,0.226000
u64toa_sequential,null,13,0.226000
u64toa_sequential,null,14,0.226000
u64toa_sequential,null,15,0.226000
u64toa_sequential,null,16,0.226000
u64toa_sequential,null,17,0.226000
u64toa_sequential,null,18,0.226000
u64toa_sequential,null,19,0.226000
u64toa_sequential,null,20,0.226000
u64toa_random,null,0,4.528000
u64toa_sequential,sse2,1,0.582000
u64toa_sequential,sse2,2,0.517000
u64toa_sequential,sse2,3,0.485000
u64toa_sequential,sse2,4,0.529000
u64toa_sequential,sse2,5,0.743000
u64toa_sequential,sse2,6,0.779000
u64toa_sequential,sse2,7,0.839000
u64toa_sequential,sse2,8,0.890000
u64toa_sequential,sse2,9,1.227000
u64toa_sequential,sse2,10,1.225000
u64toa_sequential,sse2,11,1.225000
u64toa_sequential,sse2,12,1.228000
u64toa_sequential,sse2,13,1.225000
u64toa_sequential,sse2,14,1.225000
u64toa_sequential,sse2,15,1.228000
u64toa_sequential,sse2,16,1.123000
u64toa_sequential,sse2,17,1.040000
u64toa_sequential,sse2,18,1.110000
u64toa_sequential,sse2,19,1.232000
u64toa_sequential,sse2,20,1.329000
u64toa_random,sse2,0,46.648000
u64toa_sequential,sprintf,1,10.923000
u64toa_sequential,sprintf,2,11.107000
u64toa_sequential,sprintf,3,11.685000
u64toa_sequential,sprintf,4,11.732000
u64toa_sequential,sprintf,5,12.083000
u64toa_sequential,sprintf,6,12.301000
u64toa_sequential,sprintf,7,12.545000
u64toa_sequential,sprintf,8,12.290000
u64toa_sequential,sprintf,9,12.387000
u64toa_sequential,sprintf,10,12.682000
u64toa_sequential,sprintf,11,12.981000
u64toa_sequential,sprintf,12,13.269000
u64toa_sequential,sprintf,13,13.714000
u64toa_sequential,sprintf,14,14.066000
u64toa_sequential,sprintf,15,14.515000
u64toa_sequential,sprintf,16,14.202000
u64toa_sequential,sprintf,17,14.455000
u64toa_sequential,sprintf,18,14.959000
u64toa_sequential,sprintf,19,15.233000
u64toa_sequential,sprintf,20,15.716000
u64toa_random,sprintf,0,291.979000
u64toa_sequential,lut,1,0.438000
u64toa_sequential,lut,2,0.550000
u64toa_sequential,lut,3,0.783000
u64toa_sequential,lut,4,0.946000
u64toa_sequential,lut,5,1.190000
u64toa_sequential,lut,6,1.376000
u64toa_sequential,lut,7,1.608000
u64toa_sequential,lut,8,1.765000
u64toa_sequential,lut,9,1.993000
u64toa_sequential,lut,10,2.121000
u64toa_sequential,lut,11,2.359000
u64toa_sequential,lut,12,2.475000
u64toa_sequential,lut,13,2.687000
u64toa_sequential,lut,14,2.837000
u64toa_sequential,lut,15,3.054000
u64toa_sequential,lut,16,3.149000
u64toa_sequential,lut,17,3.393000
u64toa_sequential,lut,18,3.522000
u64toa_sequential,lut,19,3.769000
u64toa_sequential,lut,20,3.852000
u64toa_random,lut,0,64.521000
u64toa_sequential,count,1,0.606000
u64toa_sequential,count,2,0.835000
u64toa_sequential,count,3,0.992000
u64toa_sequential,count,4,1.201000
u64toa_sequential,count,5,1.377000
u64toa_sequential,count,6,1.630000
u64toa_sequential,count,7,1.799000
u64toa_sequential,count,8,1.998000
u64toa_sequential,count,9,2.213000
u64toa_sequential,count,10,2.451000
u64toa_sequential,count,11,2.651000
u64toa_sequential,count,12,2.884000
u64toa_sequential,count,13,3.146000
u64toa_sequential,count,14,3.343000
u64toa_sequential,count,15,3.607000
u64toa_sequential,count,16,3.843000
u64toa_sequential,count,17,4.030000
u64toa_sequential,count,18,4.294000
u64toa_sequential,count,19,4.612000
u64toa_sequential,count,20,4.783000
u64toa_random,count,0,70.862000
u64toa_sequential,naive,1,0.450000
u64toa_sequential,naive,2,0.674000
u64toa_sequential,naive,3,0.927000
u64toa_sequential,naive,4,1.172000
u64toa_sequential,naive,5,1.477000
u64toa_sequential,naive,6,1.766000
u64toa_sequential,naive,7,2.007000
u64toa_sequential,naive,8,2.243000
u64toa_sequential,naive,9,2.627000
u64toa_sequential,naive,10,2.828000
u64toa_sequential,naive,11,3.005000
u64toa_sequential,naive,12,3.472000
u64toa_sequential,naive,13,3.659000
u64toa_sequential,naive,14,3.788000
u64toa_sequential,naive,15,4.396000
u64toa_sequential,naive,16,4.514000
u64toa_sequential,naive,17,4.585000
u64toa_sequential,naive,18,5.309000
u64toa_sequential,naive,19,5.354000
u64toa_sequential,naive,20,5.358000
u64toa_random,naive,0,80.583000
u64toa_sequential,countlut,1,0.453000
u64toa_sequential,countlut,2,0.489000
u64toa_sequential,countlut,3,0.695000
u64toa_sequential,countlut,4,0.750000
u64toa_sequential,countlut,5,0.965000
u64toa_sequential,countlut,6,1.009000
u64toa_sequential,countlut,7,1.248000
u64toa_sequential,countlut,8,1.317000
u64toa_sequential,countlut,9,1.478000
u64toa_sequential,countlut,10,1.526000
u64toa_sequential,countlut,11,1.687000
u64toa_sequential,countlut,12,1.750000
u64toa_sequential,countlut,13,1.915000
u64toa_sequential,countlut,14,1.972000
u64toa_sequential,countlut,15,2.149000
u64toa_sequential,countlut,16,2.213000
u64toa_sequential,countlut,17,2.385000
u64toa_sequential,countlut,18,2.450000
u64toa_sequential,countlut,19,2.665000
u64toa_sequential,countlut,20,2.730000
u64toa_random,countlut,0,46.161000
i64toa_sequential,branchlut,1,0.727000
i64toa_sequential,branchlut,2,0.695000
i64toa_sequential,branchlut,3,0.663000
i64toa_sequential,branchlut,4,0.711000
i64toa_sequential,branchlut,5,0.931000
i64toa_sequential,branchlut,6,0.996000
i64toa_sequential,branchlut,7,1.045000
i64toa_sequential,branchlut,8,1.085000
i64toa_sequential,branchlut,9,1.648000
i64toa_sequential,branchlut,10,1.695000
i64toa_sequential,branchlut,11,1.772000
i64toa_sequential,branchlut,12,1.823000
i64toa_sequential,branchlut,13,1.867000
i64toa_sequential,branchlut,14,1.895000
i64toa_sequential,branchlut,15,1.944000
i64toa_sequential,branchlut,16,1.959000
i64toa_sequential,branchlut,17,2.242000
i64toa_sequential,branchlut,18,2.288000
i64toa_sequential,branchlut,19,2.349000
i64toa_sequential,branchlut,20,2.350000
i64toa_random,branchlut,0,53.746000
i64toa_sequential,null,1,0.258000
i64toa_sequential,null,2,0.276000
i64toa_sequential,null,3,0.276000
i64toa_sequential,null,4,0.258000
i64toa_sequential,null,5,0.258000
i64toa_sequential,null,6,0.258000
i64toa_sequential,null,7,0.272000
i64toa_sequential,null,8,0.258000
i64toa_sequential,null,9,0.276000
i64toa_sequential,null,10,0.258000
i64toa_sequential,null,11,0.258000
i64toa_sequential,null,12,0.258000
i64toa_sequential,null,13,0.258000
i64toa_sequential,null,14,0.258000
i64toa_sequential,null,15,0.258000
i64toa_sequential,null,16,0.258000
i64toa_sequential,null,17,0.258000
i64toa_sequential,null,18,0.258000
i64toa_sequential,null,19,0.258000
i64toa_sequential,null,20,0.266000
i64toa_random,null,0,5.174000
i64toa_sequential,sse2,1,0.695000
i64toa_sequential,sse2,2,0.630000
i64toa_sequential,sse2,3,0.639000
i64toa_sequential,sse2,4,0.630000
i64toa_sequential,sse2,5,0.887000
i64toa_sequential,sse2,6,0.900000
i64toa_sequential,sse2,7,0.960000
i64toa_sequential,sse2,8,1.027000
i64toa_sequential,sse2,9,1.325000
i64toa_sequential,sse2,10,1.328000
i64toa_sequential,sse2,11,1.330000
i64toa_sequential,sse2,12,1.330000
i64toa_sequential,sse2,13,1.330000
i64toa_sequential,sse2,14,1.330000
i64toa_sequential,sse2,15,1.330000
i64toa_sequential,sse2,16,1.226000
i64toa_sequential,sse2,17,1.200000
i64toa_sequential,sse2,18,1.275000
i64toa_sequential,sse2,19,1.381000
i64toa_sequential,sse2,20,1.381000
i64toa_random,sse2,0,52.763000
i64toa_sequential,sprintf,1,11.427000
i64toa_sequential,sprintf,2,11.739000
i64toa_sequential,sprintf,3,11.923000
i64toa_sequential,sprintf,4,12.208000
i64toa_sequential,sprintf,5,12.461000
i64toa_sequential,sprintf,6,12.695000
i64toa_sequential,sprintf,7,13.009000
i64toa_sequential,sprintf,8,12.696000
i64toa_sequential,sprintf,9,12.850000
i64toa_sequential,sprintf,10,13.138000
i64toa_sequential,sprintf,11,13.466000
i64toa_sequential,sprintf,12,13.877000
i64toa_sequential,sprintf,13,14.260000
i64toa_sequential,sprintf,14,14.616000
i64toa_sequential,sprintf,15,15.072000
i64toa_sequential,sprintf,16,14.746000
i64toa_sequential,sprintf,17,14.952000
i64toa_sequential,sprintf,18,15.352000
i64toa_sequential,sprintf,19,15.756000
i64toa_sequential,sprintf,20,15.831000
i64toa_random,sprintf,0,309.915000
i64toa_sequential,lut,1,0.517000
i64toa_sequential,lut,2,0.646000
i64toa_sequential,lut,3,0.886000
i64toa_sequential,lut,4,1.075000
i64toa_sequential,lut,5,1.315000
i64toa_sequential,lut,6,1.496000
i64toa_sequential,lut,7,1.734000
i64toa_sequential,lut,8,1.900000
i64toa_sequential,lut,9,2.146000
i64toa_sequential,lut,10,2.264000
i64toa_sequential,lut,11,2.493000
i64toa_sequential,lut,12,2.627000
i64toa_sequential,lut,13,2.843000
i64toa_sequential,lut,14,2.959000
i64toa_sequential,lut,15,3.209000
i64toa_sequential,lut,16,3.314000
i64toa_sequential,lut,17,3.555000
i64toa_sequential,lut,18,3.662000
i64toa_sequential,lut,19,3.919000
i64toa_sequential,lut,20,3.918000
i64toa_random,lut,0,72.192000
i64toa_sequential,count,1,0.704000
i64toa_sequential,count,2,0.892000
i64toa_sequential,count,3,1.118000
i64toa_sequential,count,4,1.315000
i64toa_sequential,count,5,1.466000
i64toa_sequential,count,6,1.649000
i64toa_sequential,count,7,1.849000
i64toa_sequential,count,8,2.042000
i64toa_sequential,count,9,2.244000
i64toa_sequential,count,10,2.448000
i64toa_sequential,count,11,2.653000
i64toa_sequential,count,12,2.868000
i64toa_sequential,count,13,3.085000
i64toa_sequential,count,14,3.304000
i64toa_sequential,count,15,3.519000
i64toa_sequential,count,16,3.734000
i64toa_sequential,count,17,3.953000
i64toa_sequential,count,18,4.174000
i64toa_sequential,count,19,4.461000
i64toa_sequential,count,20,4.461000
i64toa_random,count,0,76.189000
i64toa_sequential,naive,1,0.492000
i64toa_sequential,naive,2,0.743000
i64toa_sequential,naive,3,1.033000
i64toa_sequential,naive,4,1.280000
i64toa_sequential,naive,5,1.561000
i64toa_sequential,naive,6,1.850000
i64toa_sequential,naive,7,2.084000
i64toa_sequential,naive,8,2.365000
i64toa_sequential,naive,9,2.683000
i64toa_sequential,naive,10,2.859000
i64toa_sequential,naive,11,3.128000
i64toa_sequential,naive,12,3.524000
i64toa_sequential,naive,13,3.657000
i64toa_sequential,naive,14,3.928000
i64toa_sequential,naive,15,4.406000
i64toa_sequential,naive,16,4.479000
i64toa_sequential,naive,17,4.766000
i64toa_sequential,naive,18,5.254000
i64toa_sequential,naive,19,5.288000
i64toa_sequential,naive,20,5.291000
i64toa_random,naive,0,78.520000
i64toa_sequential,countlut,1,0.549000
i64toa_sequential,countlut,2,0.602000
i64toa_sequential,countlut,3,0.773000
i64toa_sequential,countlut,4,0.863000
i64toa_sequential,countlut,5,1.013000
i64toa_sequential,countlut,6,1.145000
i64toa_sequential,countlut,7,1.325000
i64toa_sequential,countlut,8,1.469000
i64toa_sequential,countlut,9,1.545000
i64toa_sequential,countlut,10,1.652000
i64toa_sequential,countlut,11,1.765000
i64toa_sequential,countlut,12,1.841000
i64toa_sequential,countlut,13,1.967000
i64toa_sequential,countlut,14,2.064000
i64toa_sequential,countlut,15,2.191000
i64toa_sequential,countlut,16,2.304000
i64toa_sequential,countlut,17,2.407000
i64toa_sequential,countlut,18,2.549000
i64toa_sequential,countlut,19,2.698000
i64toa_sequential,countlut,20,2.728000
i64toa_random,countlut,0,52.044000
