Type,Function,Digit,Time(ms)
u32toa_sequential,sse2,7,0.790000
u32toa_sequential,sse2,8,0.802000
u32toa_sequential,sse2,9,0.655000
u32toa_sequential,sse2,10,0.676000
u32toa_random,sse2,0,11.497000
i32toa_sequential,null,1,0.241000
i32toa_sequential,null,2,0.240000
i32toa_sequential,null,3,0.240000
i32toa_sequential,null,4,0.241000
i32toa_sequential,null,5,0.241000
i32toa_sequential,null,6,0.241000
i32toa_sequential,null,7,0.240000
i32toa_sequential,null,8,0.240000
i32toa_sequential,null,9,0.241000
i32toa_sequential,null,10,0.241000
i32toa_random,null,0,1.847000
i32toa_sequential,lut,1,0.432000
i32toa_sequential,lut,2,0.606000
i32toa_sequential,lut,3,0.682000
i32toa_sequential,lut,4,0.782000
i32toa_sequential,lut,5,0.978000
i32toa_sequential,lut,6,1.099000
i32toa_sequential,lut,7,1.297000
i32toa_sequential,lut,8,1.402000
i32toa_sequential,lut,9,1.596000
i32toa_sequential,lut,10,1.668000
i32toa_random,lut,0,19.700000
i32toa_sequential,naive,1,0.530000
i32toa_sequential,naive,2,0.754000
i32toa_sequential,naive,3,0.966000
i32toa_sequential,naive,4,1.195000
i32toa_sequential,naive,5,1.456000
i32toa_sequential,naive,6,1.713000
i32toa_sequential,naive,7,1.991000
i32toa_sequential,naive,8,2.267000
i32toa_sequential,naive,9,2.601000
i32toa_sequential,naive,10,2.816000
i32toa_random,naive,0,26.039000
i32toa_sequential,sprintf,1,6.825000
i32toa_sequential,sprintf,2,6.910000
i32toa_sequential,sprintf,3,7.030000
i32toa_sequential,sprintf,4,7.192000
i32toa_sequential,sprintf,5,7.426000
i32toa_sequential,sprintf,6,7.641000
i32toa_sequential,sprintf,7,7.933000
i32toa_sequential,sprintf,8,8.154000
i32toa_sequential,sprintf,9,8.424000
i32toa_sequential,sprintf,10,8.628000
i32toa_random,sprintf,0,88.779000
i32toa_sequential,mwilson,1,0.504000
i32toa_sequential,mwilson,2,0.807000
i32toa_sequential,mwilson,3,1.136000
i32toa_sequential,mwilson,4,1.489000
i32toa_sequential,mwilson,5,1.813000
i32toa_sequential,mwilson,6,2.157000
i32toa_sequential,mwilson,7,2.504000
i32toa_sequential,mwilson,8,2.836000
i32toa_sequential,mwilson,9,3.189000
i32toa_sequential,mwilson,10,3.532000
i32toa_random,mwilson,0,28.954000
i32toa_sequential,countlut,1,0.449000
i32toa_sequential,countlut,2,0.473000
i32toa_sequential,countlut,3,0.659000
i32toa_sequential,countlut,4,0.687000
i32toa_sequential,countlut,5,0.912000
i32toa_sequential,countlut,6,0.944000
i32toa_sequential,countlut,7,1.138000
i32toa_sequential,countlut,8,1.179000
i32toa_sequential,countlut,9,1.358000
i32toa_sequential,countlut,10,1.397000
i32toa_random,countlut,0,17.845000
i32toa_sequential,branchlut,1,0.501000
i32toa_sequential,branchlut,2,0.501000
i32toa_sequential,branchlut,3,0.527000
i32toa_sequential,branchlut,4,0.483000
i32toa_sequential,branchlut,5,0.820000
i32toa_sequential,branchlut,6,0.862000
i32toa_sequential,branchlut,7,0.876000
i32toa_sequential,branchlut,8,0.915000
i32toa_sequential,branchlut,9,1.142000
i32toa_sequential,branchlut,10,1.157000
i32toa_random,branchlut,0,15.144000
i32toa_sequential,count,1,0.569000
i32toa_sequential,count,2,0.748000
i32toa_sequential,count,3,0.956000
i32toa_sequential,count,4,1.169000
i32toa_sequential,count,5,1.337000
i32toa_sequential,count,6,1.533000
i32toa_sequential,count,7,1.763000
i32toa_sequential,count,8,1.989000
i32toa_sequential,count,9,2.231000
i32toa_sequential,count,10,2.463000
i32toa_random,count,0,22.771000
i32toa_sequential,sse2,1,0.394000
i32toa_sequential,sse2,2,0.446000
i32toa_sequential,sse2,3,0.454000
i32toa_sequential,sse2,4,0.474000
i32toa_sequential,sse2,5,0.809000
i32toa_sequential,sse2,6,0.856000
i32toa_sequential,sse2,7,0.858000
i32toa_sequential,sse2,8,0.893000
i32toa_sequential,sse2,9,0.703000
i32toa_sequential,sse2,10,0.755000
i32toa_random,sse2,0,13.944000
u64toa_sequential,null,1,0.238000
u64toa_sequential,null,2,0.238000
u64toa_sequential,null,3,0.238000
u64toa_sequential,null,4,0.238000
u64toa_sequential,null,5,0.238000
u64toa_sequential,null,6,0.238000
u64toa_sequential,null,7,0.238000
u64toa_sequential,null,8,0.238000
u64toa_sequential,null,9,0.238000
u64toa_sequential,null,10,0.238000
u64toa_sequential,null,11,0.238000
u64toa_sequential,null,12,0.238000
u64toa_sequential,null,13,0.238000
u64toa_sequential,null,14,0.238000
u64toa_sequential,null,15,0.238000
u64toa_sequential,null,16,0.238000
u64toa_sequential,null,17,0.238000
u64toa_sequential,null,18,0.238000
u64toa_sequential,null,19,0.238000
u64toa_sequential,null,20,0.238000
u64toa_random,null,0,3.500000
u64toa_sequential,lut,1,0.348000
u64toa_sequential,lut,2,0.501000
u64toa_sequential,lut,3,0.635000
u64toa_sequential,lut,4,0.729000
u64toa_sequential,lut,5,0.955000
u64toa_sequential,lut,6,1.062000
u64toa_sequential,lut,7,1.338000
u64toa_sequential,lut,8,1.445000
u64toa_sequential,lut,9,1.722000
u64toa_sequential,lut,10,1.790000
u64toa_sequential,lut,11,2.077000
u64toa_sequential,lut,12,2.159000
u64toa_sequential,lut,13,2.450000
u64toa_sequential,lut,14,2.552000
u64toa_sequential,lut,15,2.827000
u64toa_sequential,lut,16,2.901000
u64toa_sequential,lut,17,3.192000
u64toa_sequential,lut,18,3.273000
u64toa_sequential,lut,19,3.564000
u64toa_sequential,lut,20,3.655000
u64toa_random,lut,0,64.847000
u64toa_sequential,naive,1,0.444000
u64toa_sequential,naive,2,0.618000
u64toa_sequential,naive,3,0.798000
u64toa_sequential,naive,4,1.010000
u64toa_sequential,naive,5,1.248000
u64toa_sequential,naive,6,1.510000
u64toa_sequential,naive,7,1.752000
u64toa_sequential,naive,8,2.013000
u64toa_sequential,naive,9,2.288000
u64toa_sequential,naive,10,2.551000
u64toa_sequential,naive,11,2.810000
u64toa_sequential,naive,12,3.100000
u64toa_sequential,naive,13,3.338000
u64toa_sequential,naive,14,3.598000
u64toa_sequential,naive,15,3.872000
u64toa_sequential,naive,16,4.154000
u64toa_sequential,naive,17,4.379000
u64toa_sequential,naive,18,4.676000
u64toa_sequential,naive,19,4.936000
u64toa_sequential,naive,20,5.238000
u64toa_random,naive,0,81.505000
u64toa_sequential,sprintf,1,6.966000
u64toa_sequential,sprintf,2,7.368000
u64toa_sequential,sprintf,3,7.416000
u64toa_sequential,sprintf,4,7.581000
u64toa_sequential,sprintf,5,7.690000
u64toa_sequential,sprintf,6,7.870000
u64toa_sequential,sprintf,7,8.112000
u64toa_sequential,sprintf,8,8.352000
u64toa_sequential,sprintf,9,8.611000
u64toa_sequential,sprintf,10,8.955000
u64toa_sequential,sprintf,11,9.241000
u64toa_sequential,sprintf,12,9.275000
u64toa_sequential,sprintf,13,9.524000
u64toa_sequential,sprintf,14,9.939000
u64toa_sequential,sprintf,15,10.101000
u64toa_sequential,sprintf,16,9.571000
u64toa_sequential,sprintf,17,9.933000
u64toa_sequential,sprintf,18,10.240000
u64toa_sequential,sprintf,19,10.534000
u64toa_sequential,sprintf,20,10.780000
u64toa_random,sprintf,0,203.795000
u64toa_sequential,mwilson,1,0.369000
u64toa_sequential,mwilson,2,0.562000
u64toa_sequential,mwilson,3,0.775000
u64toa_sequential,mwilson,4,1.033000
u64toa_sequential,mwilson,5,1.245000
u64toa_sequential,mwilson,6,1.524000
u64toa_sequential,mwilson,7,1.759000
u64toa_sequential,mwilson,8,2.018000
u64toa_sequential,mwilson,9,2.258000
u64toa_sequential,mwilson,10,2.551000
u64toa_sequential,mwilson,11,2.777000
u64toa_sequential,mwilson,12,3.063000
u64toa_sequential,mwilson,13,3.352000
u64toa_sequential,mwilson,14,3.617000
u64toa_sequential,mwilson,15,3.849000
u64toa_sequential,mwilson,16,4.162000
u64toa_sequential,mwilson,17,4.453000
u64toa_sequential,mwilson,18,4.731000
u64toa_sequential,mwilson,19,4.871000
u64toa_sequential,mwilson,20,5.186000
u64toa_random,mwilson,0,71.002000
u64toa_sequential,countlut,1,0.396000
u64toa_sequential,countlut,2,0.431000
u64toa_sequential,countlut,3,0.590000
u64toa_sequential,countlut,4,0.613000
u64toa_sequential,countlut,5,0.823000
u64toa_sequential,countlut,6,0.852000
u64toa_sequential,countlut,7,1.070000
u64toa_sequential,countlut,8,1.095000
u64toa_sequential,countlut,9,1.239000
u64toa_sequential,countlut,10,1.300000
u64toa_sequential,countlut,11,1.411000
u64toa_sequential,countlut,12,1.427000
u64toa_sequential,countlut,13,1.620000
u64toa_sequential,countlut,14,1.661000
u64toa_sequential,countlut,15,1.822000
u64toa_sequential,countlut,16,1.863000
u64toa_sequential,countlut,17,1.985000
u64toa_sequential,countlut,18,2.065000
u64toa_sequential,countlut,19,2.182000
u64toa_sequential,countlut,20,2.215000
u64toa_random,countlut,0,42.436000
u64toa_sequential,branchlut,1,0.403000
u64toa_sequential,branchlut,2,0.462000
u64toa_sequential,branchlut,3,0.460000
u64toa_sequential,branchlut,4,0.483000
u64toa_sequential,branchlut,5,0.780000
u64toa_sequential,branchlut,6,0.806000
u64toa_sequential,branchlut,7,0.822000
u64toa_sequential,branchlut,8,0.855000
u64toa_sequential,branchlut,9,1.428000
u64toa_sequential,branchlut,10,1.526000
u64toa_sequential,branchlut,11,1.569000
u64toa_sequential,branchlut,12,1.639000
u64toa_sequential,branchlut,13,1.612000
u64toa_sequential,branchlut,14,1.627000
u64toa_sequential,branchlut,15,1.636000
u64toa_sequential,branchlut,16,1.675000
u64toa_sequential,branchlut,17,1.762000
u64toa_sequential,branchlut,18,1.780000
u64toa_sequential,branchlut,19,1.857000
u64toa_sequential,branchlut,20,1.875000
u64toa_random,branchlut,0,40.248000
u64toa_sequential,count,1,0.479000
u64toa_sequential,count,2,0.661000
u64toa_sequential,count,3,0.841000
u64toa_sequential,count,4,1.048000
u64toa_sequential,count,5,1.234000
u64toa_sequential,count,6,1.401000
u64toa_sequential,count,7,1.637000
u64toa_sequential,count,8,1.840000
u64toa_sequential,count,9,2.075000
u64toa_sequential,count,10,2.324000
u64toa_sequential,count,11,2.549000
u64toa_sequential,count,12,2.769000
u64toa_sequential,count,13,3.035000
u64toa_sequential,count,14,3.406000
u64toa_sequential,count,15,3.596000
u64toa_sequential,count,16,3.778000
u64toa_sequential,count,17,4.002000
u64toa_sequential,count,18,4.205000
u64toa_sequential,count,19,4.457000
u64toa_sequential,count,20,4.715000
u64toa_random,count,0,67.373000
u64toa_sequential,sse2,1,0.370000
u64toa_sequential,sse2,2,0.448000
u64toa_sequential,sse2,3,0.448000
u64toa_sequential,sse2,4,0.451000
u64toa_sequential,sse2,5,0.747000
u64toa_sequential,sse2,6,0.771000
u64toa_sequential,sse2,7,0.783000
u64toa_sequential,sse2,8,0.799000
u64toa_sequential,sse2,9,1.023000
u64toa_sequential,sse2,10,1.051000
u64toa_sequential,sse2,11,1.046000
u64toa_sequential,sse2,12,1.023000
u64toa_sequential,sse2,13,1.022000
u64toa_sequential,sse2,14,1.023000
u64toa_sequential,sse2,15,1.023000
u64toa_sequential,sse2,16,1.004000
u64toa_sequential,sse2,17,0.937000
u64toa_sequential,sse2,18,0.963000
u64toa_sequential,sse2,19,1.085000
u64toa_sequential,sse2,20,1.129000
u64toa_random,sse2,0,38.789000
i64toa_sequential,null,1,0.241000
i64toa_sequential,null,2,0.240000
i64toa_sequential,null,3,0.240000
i64toa_sequential,null,4,0.240000
i64toa_sequential,null,5,0.241000
i64toa_sequential,null,6,0.241000
i64toa_sequential,null,7,0.241000
i64toa_sequential,null,8,0.241000
i64toa_sequential,null,9,0.239000
i64toa_sequential,null,10,0.241000
i64toa_sequential,null,11,0.240000
i64toa_sequential,null,12,0.239000
i64toa_sequential,null,13,0.239000
i64toa_sequential,null,14,0.239000
i64toa_sequential,null,15,0.240000
i64toa_sequential,null,16,0.239000
i64toa_sequential,null,17,0.240000
i64toa_sequential,null,18,0.239000
i64toa_sequential,null,19,0.240000
i64toa_sequential,null,20,0.240000
i64toa_random,null,0,3.500000
i64toa_sequential,lut,1,0.448000
i64toa_sequential,lut,2,0.606000
i64toa_sequential,lut,3,0.719000
i64toa_sequential,lut,4,0.819000
i64toa_sequential,lut,5,1.060000
i64toa_sequential,lut,6,1.191000
i64toa_sequential,lut,7,1.470000
i64toa_sequential,lut,8,1.553000
i64toa_sequential,lut,9,1.826000
i64toa_sequential,lut,10,1.890000
i64toa_sequential,lut,11,2.173000
i64toa_sequential,lut,12,2.259000
i64toa_sequential,lut,13,2.535000
i64toa_sequential,lut,14,2.624000
i64toa_sequential,lut,15,2.903000
i64toa_sequential,lut,16,2.994000
i64toa_sequential,lut,17,3.263000
i64toa_sequential,lut,18,3.346000
i64toa_sequential,lut,19,3.652000
i64toa_sequential,lut,20,3.623000
i64toa_random,lut,0,69.175000
i64toa_sequential,naive,1,0.539000
i64toa_sequential,naive,2,0.683000
i64toa_sequential,naive,3,0.885000
i64toa_sequential,naive,4,1.102000
i64toa_sequential,naive,5,1.356000
i64toa_sequential,naive,6,1.604000
i64toa_sequential,naive,7,1.844000
i64toa_sequential,naive,8,2.104000
i64toa_sequential,naive,9,2.388000
i64toa_sequential,naive,10,2.657000
i64toa_sequential,naive,11,2.909000
i64toa_sequential,naive,12,3.172000
i64toa_sequential,naive,13,3.422000
i64toa_sequential,naive,14,3.685000
i64toa_sequential,naive,15,3.968000
i64toa_sequential,naive,16,4.202000
i64toa_sequential,naive,17,4.471000
i64toa_sequential,naive,18,4.682000
i64toa_sequential,naive,19,5.012000
i64toa_sequential,naive,20,4.984000
i64toa_random,naive,0,85.147000
i64toa_sequential,sprintf,1,6.966000
i64toa_sequential,sprintf,2,7.103000
i64toa_sequential,sprintf,3,7.257000
i64toa_sequential,sprintf,4,7.474000
i64toa_sequential,sprintf,5,7.745000
i64toa_sequential,sprintf,6,7.969000
i64toa_sequential,sprintf,7,8.178000
i64toa_sequential,sprintf,8,8.451000
i64toa_sequential,sprintf,9,8.620000
i64toa_sequential,sprintf,10,8.884000
i64toa_sequential,sprintf,11,9.164000
i64toa_sequential,sprintf,12,9.653000
i64toa_sequential,sprintf,13,9.929000
i64toa_sequential,sprintf,14,9.959000
i64toa_sequential,sprintf,15,10.201000
i64toa_sequential,sprintf,16,9.768000
i64toa_sequential,sprintf,17,10.100000
i64toa_sequential,sprintf,18,10.329000
i64toa_sequential,sprintf,19,10.652000
i64toa_sequential,sprintf,20,10.641000
i64toa_random,sprintf,0,205.291000
i64toa_sequential,mwilson,1,0.488000
i64toa_sequential,mwilson,2,0.736000
i64toa_sequential,mwilson,3,1.030000
i64toa_sequential,mwilson,4,1.331000
i64toa_sequential,mwilson,5,1.607000
i64toa_sequential,mwilson,6,1.879000
i64toa_sequential,mwilson,7,2.175000
i64toa_sequential,mwilson,8,2.486000
i64toa_sequential,mwilson,9,2.760000
i64toa_sequential,mwilson,10,3.034000
i64toa_sequential,mwilson,11,3.312000
i64toa_sequential,mwilson,12,3.631000
i64toa_sequential,mwilson,13,3.912000
i64toa_sequential,mwilson,14,4.186000
i64toa_sequential,mwilson,15,4.472000
i64toa_sequential,mwilson,16,4.754000
i64toa_sequential,mwilson,17,5.039000
i64toa_sequential,mwilson,18,5.347000
i64toa_sequential,mwilson,19,5.608000
i64toa_sequential,mwilson,20,5.609000
i64toa_random,mwilson,0,88.584000
i64toa_sequential,countlut,1,0.475000
i64toa_sequential,countlut,2,0.502000
i64toa_sequential,countlut,3,0.663000
i64toa_sequential,countlut,4,0.696000
i64toa_sequential,countlut,5,0.912000
i64toa_sequential,countlut,6,0.946000
i64toa_sequential,countlut,7,1.173000
i64toa_sequential,countlut,8,1.205000
i64toa_sequential,countlut,9,1.318000
i64toa_sequential,countlut,10,1.389000
i64toa_sequential,countlut,11,1.496000
i64toa_sequential,countlut,12,1.527000
i64toa_sequential,countlut,13,1.697000
i64toa_sequential,countlut,14,1.730000
i64toa_sequential,countlut,15,1.904000
i64toa_sequential,countlut,16,1.939000
i64toa_sequential,countlut,17,2.066000
i64toa_sequential,countlut,18,2.123000
i64toa_sequential,countlut,19,2.283000
i64toa_sequential,countlut,20,2.287000
i64toa_random,countlut,0,47.817000
i64toa_sequential,branchlut,1,0.477000
i64toa_sequential,branchlut,2,0.534000
i64toa_sequential,branchlut,3,0.535000
i64toa_sequential,branchlut,4,0.562000
i64toa_sequential,branchlut,5,0.850000
i64toa_sequential,branchlut,6,0.885000
i64toa_sequential,branchlut,7,0.903000
i64toa_sequential,branchlut,8,0.943000
i64toa_sequential,branchlut,9,1.507000
i64toa_sequential,branchlut,10,1.583000
i64toa_sequential,branchlut,11,1.650000
i64toa_sequential,branchlut,12,1.669000
i64toa_sequential,branchlut,13,1.695000
i64toa_sequential,branchlut,14,1.695000
i64toa_sequential,branchlut,15,1.719000
i64toa_sequential,branchlut,16,1.730000
i64toa_sequential,branchlut,17,1.837000
i64toa_sequential,branchlut,18,1.866000
i64toa_sequential,branchlut,19,1.945000
i64toa_sequential,branchlut,20,1.941000
i64toa_random,branchlut,0,45.616000
i64toa_sequential,count,1,0.553000
i64toa_sequential,count,2,0.717000
i64toa_sequential,count,3,0.931000
i64toa_sequential,count,4,1.144000
i64toa_sequential,count,5,1.309000
i64toa_sequential,count,6,1.484000
i64toa_sequential,count,7,1.717000
i64toa_sequential,count,8,1.915000
i64toa_sequential,count,9,2.164000
i64toa_sequential,count,10,2.401000
i64toa_sequential,count,11,2.624000
i64toa_sequential,count,12,2.871000
i64toa_sequential,count,13,3.112000
i64toa_sequential,count,14,3.334000
i64toa_sequential,count,15,3.573000
i64toa_sequential,count,16,3.816000
i64toa_sequential,count,17,4.042000
i64toa_sequential,count,18,4.292000
i64toa_sequential,count,19,4.524000
i64toa_sequential,count,20,4.534000
i64toa_random,count,0,70.514000
i64toa_sequential,sse2,1,0.428000
i64toa_sequential,sse2,2,0.477000
i64toa_sequential,sse2,3,0.485000
i64toa_sequential,sse2,4,0.509000
i64toa_sequential,sse2,5,0.831000
i64toa_sequential,sse2,6,0.857000
i64toa_sequential,sse2,7,0.880000
i64toa_sequential,sse2,8,0.900000
i64toa_sequential,sse2,9,1.080000
i64toa_sequential,sse2,10,1.080000
i64toa_sequential,sse2,11,1.081000
i64toa_sequential,sse2,12,1.081000
i64toa_sequential,sse2,13,1.080000
i64toa_sequential,sse2,14,1.080000
i64toa_sequential,sse2,15,1.081000
i64toa_sequential,sse2,16,1.055000
i64toa_sequential,sse2,17,1.005000
i64toa_sequential,sse2,18,1.038000
i64toa_sequential,sse2,19,1.183000
i64toa_sequential,sse2,20,1.179000
i64toa_random,sse2,0,43.007000
