Type,Function,Digit,Time(ns)
u32toa_sequential,sse2,5,10.840000
u32toa_sequential,sse2,6,11.800000
u32toa_sequential,sse2,7,12.980000
u32toa_sequential,sse2,8,13.920000
u32toa_sequential,sse2,9,10.970000
u32toa_sequential,sse2,10,11.780000
u32toa_random,sse2,0,19.861000
i32toa_sequential,branchlut,1,8.470000
i32toa_sequential,branchlut,2,9.230000
i32toa_sequential,branchlut,3,9.270000
i32toa_sequential,branchlut,4,9.450000
i32toa_sequential,branchlut,5,14.460000
i32toa_sequential,branchlut,6,15.370000
i32toa_sequential,branchlut,7,16.200000
i32toa_sequential,branchlut,8,18.010000
i32toa_sequential,branchlut,9,21.600000
i32toa_sequential,branchlut,10,21.750000
i32toa_random,branchlut,0,26.332000
i32toa_sequential,count,1,9.890000
i32toa_sequential,count,2,13.750000
i32toa_sequential,count,3,16.980000
i32toa_sequential,count,4,19.290000
i32toa_sequential,count,5,22.890000
i32toa_sequential,count,6,25.300000
i32toa_sequential,count,7,29.200000
i32toa_sequential,count,8,31.860000
i32toa_sequential,count,9,35.730000
i32toa_sequential,count,10,38.550000
i32toa_random,count,0,35.897000
i32toa_sequential,countlut,1,8.060000
i32toa_sequential,countlut,2,8.370000
i32toa_sequential,countlut,3,12.150000
i32toa_sequential,countlut,4,12.490000
i32toa_sequential,countlut,5,15.430000
i32toa_sequential,countlut,6,15.440000
i32toa_sequential,countlut,7,18.410000
i32toa_sequential,countlut,8,18.740000
i32toa_sequential,countlut,9,21.280000
i32toa_sequential,countlut,10,21.870000
i32toa_random,countlut,0,26.578000
i32toa_sequential,lut,1,7.220000
i32toa_sequential,lut,2,8.470000
i32toa_sequential,lut,3,11.710000
i32toa_sequential,lut,4,14.040000
i32toa_sequential,lut,5,19.170000
i32toa_sequential,lut,6,20.270000
i32toa_sequential,lut,7,23.320000
i32toa_sequential,lut,8,27.100000
i32toa_sequential,lut,9,31.550000
i32toa_sequential,lut,10,37.650000
i32toa_random,lut,0,38.749000
i32toa_sequential,mwilson,1,8.470000
i32toa_sequential,mwilson,2,13.500000
i32toa_sequential,mwilson,3,18.430000
i32toa_sequential,mwilson,4,22.610000
i32toa_sequential,mwilson,5,27.470000
i32toa_sequential,mwilson,6,33.280000
i32toa_sequential,mwilson,7,37.860000
i32toa_sequential,mwilson,8,41.810000
i32toa_sequential,mwilson,9,46.140000
i32toa_sequential,mwilson,10,53.050000
i32toa_random,mwilson,0,46.568000
i32toa_sequential,naive,1,8.130000
i32toa_sequential,naive,2,11.920000
i32toa_sequential,naive,3,16.440000
i32toa_sequential,naive,4,21.120000
i32toa_sequential,naive,5,24.610000
i32toa_sequential,naive,6,29.260000
i32toa_sequential,naive,7,33.440000
i32toa_sequential,naive,8,37.430000
i32toa_sequential,naive,9,48.600000
i32toa_sequential,naive,10,46.080000
i32toa_random,naive,0,46.664000
i32toa_sequential,null,1,2.570000
i32toa_sequential,null,2,2.570000
i32toa_sequential,null,3,2.570000
i32toa_sequential,null,4,2.570000
i32toa_sequential,null,5,2.570000
i32toa_sequential,null,6,2.570000
i32toa_sequential,null,7,2.570000
i32toa_sequential,null,8,2.570000
i32toa_sequential,null,9,2.570000
i32toa_sequential,null,10,2.570000
i32toa_random,null,0,2.498000
i32toa_sequential,sprintf,1,185.570000
i32toa_sequential,sprintf,2,218.120000
i32toa_sequential,sprintf,3,239.030000
i32toa_sequential,sprintf,4,279.900000
i32toa_sequential,sprintf,5,308.170000
i32toa_sequential,sprintf,6,320.510000
i32toa_sequential,sprintf,7,343.820000
i32toa_sequential,sprintf,8,367.510000
i32toa_sequential,sprintf,9,370.550000
i32toa_sequential,sprintf,10,389.600000
i32toa_random,sprintf,0,315.393000
i32toa_sequential,sse2,1,7.390000
i32toa_sequential,sse2,2,7.660000
i32toa_sequential,sse2,3,8.150000
i32toa_sequential,sse2,4,8.200000
i32toa_sequential,sse2,5,12.720000
i32toa_sequential,sse2,6,14.210000
i32toa_sequential,sse2,7,15.180000
i32toa_sequential,sse2,8,15.680000
i32toa_sequential,sse2,9,13.180000
i32toa_sequential,sse2,10,13.640000
i32toa_random,sse2,0,23.349000
u64toa_sequential,branchlut,1,7.480000
u64toa_sequential,branchlut,2,8.300000
u64toa_sequential,branchlut,3,8.210000
u64toa_sequential,branchlut,4,8.300000
u64toa_sequential,branchlut,5,10.630000
u64toa_sequential,branchlut,6,11.420000
u64toa_sequential,branchlut,7,12.920000
u64toa_sequential,branchlut,8,12.230000
u64toa_sequential,branchlut,9,35.220000
u64toa_sequential,branchlut,10,35.120000
u64toa_sequential,branchlut,11,35.460000
u64toa_sequential,branchlut,12,35.530000
u64toa_sequential,branchlut,13,36.640000
u64toa_sequential,branchlut,14,37.530000
u64toa_sequential,branchlut,15,39.080000
u64toa_sequential,branchlut,16,39.320000
u64toa_sequential,branchlut,17,71.750000
u64toa_sequential,branchlut,18,70.130000
u64toa_sequential,branchlut,19,70.310000
u64toa_sequential,branchlut,20,70.500000
u64toa_random,branchlut,0,46.847500
u64toa_sequential,count,1,26.530000
u64toa_sequential,count,2,36.820000
u64toa_sequential,count,3,50.560000
u64toa_sequential,count,4,79.310000
u64toa_sequential,count,5,80.870000
u64toa_sequential,count,6,94.770000
u64toa_sequential,count,7,110.870000
u64toa_sequential,count,8,124.950000
u64toa_sequential,count,9,142.420000
u64toa_sequential,count,10,170.220000
u64toa_sequential,count,11,180.720000
u64toa_sequential,count,12,205.950000
u64toa_sequential,count,13,228.090000
u64toa_sequential,count,14,273.210000
u64toa_sequential,count,15,290.750000
u64toa_sequential,count,16,319.710000
u64toa_sequential,count,17,342.240000
u64toa_sequential,count,18,371.940000
u64toa_sequential,count,19,392.960000
u64toa_sequential,count,20,421.820000
u64toa_random,count,0,214.426000
u64toa_sequential,countlut,1,13.960000
u64toa_sequential,countlut,2,10.240000
u64toa_sequential,countlut,3,12.320000
u64toa_sequential,countlut,4,12.870000
u64toa_sequential,countlut,5,14.530000
u64toa_sequential,countlut,6,14.600000
u64toa_sequential,countlut,7,17.530000
u64toa_sequential,countlut,8,18.030000
u64toa_sequential,countlut,9,31.200000
u64toa_sequential,countlut,10,30.400000
u64toa_sequential,countlut,11,32.390000
u64toa_sequential,countlut,12,32.090000
u64toa_sequential,countlut,13,35.060000
u64toa_sequential,countlut,14,36.100000
u64toa_sequential,countlut,15,38.900000
u64toa_sequential,countlut,16,39.940000
u64toa_sequential,countlut,17,53.480000
u64toa_sequential,countlut,18,53.800000
u64toa_sequential,countlut,19,66.190000
u64toa_sequential,countlut,20,66.120000
u64toa_random,countlut,0,48.499000
u64toa_sequential,lut,1,7.160000
u64toa_sequential,lut,2,8.300000
u64toa_sequential,lut,3,24.330000
u64toa_sequential,lut,4,25.380000
u64toa_sequential,lut,5,40.920000
u64toa_sequential,lut,6,42.630000
u64toa_sequential,lut,7,61.200000
u64toa_sequential,lut,8,61.000000
u64toa_sequential,lut,9,74.040000
u64toa_sequential,lut,10,75.560000
u64toa_sequential,lut,11,91.730000
u64toa_sequential,lut,12,93.850000
u64toa_sequential,lut,13,126.510000
u64toa_sequential,lut,14,127.870000
u64toa_sequential,lut,15,147.220000
u64toa_sequential,lut,16,149.530000
u64toa_sequential,lut,17,180.190000
u64toa_sequential,lut,18,183.690000
u64toa_sequential,lut,19,203.070000
u64toa_sequential,lut,20,207.870000
u64toa_random,lut,0,128.869000
u64toa_sequential,mwilson,1,20.510000
u64toa_sequential,mwilson,2,35.930000
u64toa_sequential,mwilson,3,50.070000
u64toa_sequential,mwilson,4,80.910000
u64toa_sequential,mwilson,5,84.030000
u64toa_sequential,mwilson,6,96.840000
u64toa_sequential,mwilson,7,113.940000
u64toa_sequential,mwilson,8,128.720000
u64toa_sequential,mwilson,9,146.690000
u64toa_sequential,mwilson,10,164.490000
u64toa_sequential,mwilson,11,183.030000
u64toa_sequential,mwilson,12,217.020000
u64toa_sequential,mwilson,13,232.610000
u64toa_sequential,mwilson,14,278.830000
u64toa_sequential,mwilson,15,297.210000
u64toa_sequential,mwilson,16,327.370000
u64toa_sequential,mwilson,17,350.330000
u64toa_sequential,mwilson,18,381.610000
u64toa_sequential,mwilson,19,400.260000
u64toa_sequential,mwilson,20,435.120000
u64toa_random,mwilson,0,222.424500
u64toa_sequential,naive,1,20.630000
u64toa_sequential,naive,2,36.590000
u64toa_sequential,naive,3,51.850000
u64toa_sequential,naive,4,69.140000
u64toa_sequential,naive,5,82.980000
u64toa_sequential,naive,6,99.800000
u64toa_sequential,naive,7,113.860000
u64toa_sequential,naive,8,130.460000
u64toa_sequential,naive,9,148.600000
u64toa_sequential,naive,10,168.200000
u64toa_sequential,naive,11,186.440000
u64toa_sequential,naive,12,216.320000
u64toa_sequential,naive,13,235.670000
u64toa_sequential,naive,14,286.420000
u64toa_sequential,naive,15,305.880000
u64toa_sequential,naive,16,334.620000
u64toa_sequential,naive,17,358.550000
u64toa_sequential,naive,18,390.770000
u64toa_sequential,naive,19,414.210000
u64toa_sequential,naive,20,445.390000
u64toa_random,naive,0,230.743000
u64toa_sequential,null,1,2.490000
u64toa_sequential,null,2,2.600000
u64toa_sequential,null,3,2.500000
u64toa_sequential,null,4,2.490000
u64toa_sequential,null,5,2.490000
u64toa_sequential,null,6,2.490000
u64toa_sequential,null,7,2.490000
u64toa_sequential,null,8,2.490000
u64toa_sequential,null,9,2.490000
u64toa_sequential,null,10,2.490000
u64toa_sequential,null,11,2.490000
u64toa_sequential,null,12,2.490000
u64toa_sequential,null,13,2.490000
u64toa_sequential,null,14,2.490000
u64toa_sequential,null,15,2.490000
u64toa_sequential,null,16,2.490000
u64toa_sequential,null,17,2.490000
u64toa_sequential,null,18,2.490000
u64toa_sequential,null,19,2.490000
u64toa_sequential,null,20,2.490000
u64toa_random,null,0,2.500000
u64toa_sequential,sprintf,1,174.810000
u64toa_sequential,sprintf,2,209.120000
u64toa_sequential,sprintf,3,224.560000
u64toa_sequential,sprintf,4,262.710000
u64toa_sequential,sprintf,5,289.480000
u64toa_sequential,sprintf,6,301.280000
u64toa_sequential,sprintf,7,330.100000
u64toa_sequential,sprintf,8,351.460000
u64toa_sequential,sprintf,9,358.820000
u64toa_sequential,sprintf,10,376.760000
u64toa_sequential,sprintf,11,381.640000
u64toa_sequential,sprintf,12,427.780000
u64toa_sequential,sprintf,13,450.440000
u64toa_sequential,sprintf,14,475.430000
u64toa_sequential,sprintf,15,493.030000
u64toa_sequential,sprintf,16,529.690000
u64toa_sequential,sprintf,17,554.620000
u64toa_sequential,sprintf,18,582.590000
u64toa_sequential,sprintf,19,610.290000
u64toa_sequential,sprintf,20,637.370000
u64toa_random,sprintf,0,416.898500
u64toa_sequential,sse2,1,7.180000
u64toa_sequential,sse2,2,8.330000
u64toa_sequential,sse2,3,8.210000
u64toa_sequential,sse2,4,8.100000
u64toa_sequential,sse2,5,12.470000
u64toa_sequential,sse2,6,13.030000
u64toa_sequential,sse2,7,12.880000
u64toa_sequential,sse2,8,13.590000
u64toa_sequential,sse2,9,35.480000
u64toa_sequential,sse2,10,35.680000
u64toa_sequential,sse2,11,35.530000
u64toa_sequential,sse2,12,35.550000
u64toa_sequential,sse2,13,36.470000
u64toa_sequential,sse2,14,36.580000
u64toa_sequential,sse2,15,37.080000
u64toa_sequential,sse2,16,36.420000
u64toa_sequential,sse2,17,61.610000
u64toa_sequential,sse2,18,62.520000
u64toa_sequential,sse2,19,61.040000
u64toa_sequential,sse2,20,61.590000
u64toa_random,sse2,0,49.722500
i64toa_sequential,branchlut,1,12.310000
i64toa_sequential,branchlut,2,13.350000
i64toa_sequential,branchlut,3,13.310000
i64toa_sequential,branchlut,4,13.860000
i64toa_sequential,branchlut,5,17.300000
i64toa_sequential,branchlut,6,18.120000
i64toa_sequential,branchlut,7,19.240000
i64toa_sequential,branchlut,8,20.170000
i64toa_sequential,branchlut,9,49.860000
i64toa_sequential,branchlut,10,43.770000
i64toa_sequential,branchlut,11,44.120000
i64toa_sequential,branchlut,12,44.230000
i64toa_sequential,branchlut,13,45.220000
i64toa_sequential,branchlut,14,51.660000
i64toa_sequential,branchlut,15,46.460000
i64toa_sequential,branchlut,16,47.160000
i64toa_sequential,branchlut,17,84.760000
i64toa_sequential,branchlut,18,80.280000
i64toa_sequential,branchlut,19,82.730000
i64toa_sequential,branchlut,20,81.820000
i64toa_random,branchlut,0,53.147000
i64toa_sequential,count,1,29.970000
i64toa_sequential,count,2,49.230000
i64toa_sequential,count,3,57.680000
i64toa_sequential,count,4,82.490000
i64toa_sequential,count,5,86.200000
i64toa_sequential,count,6,102.020000
i64toa_sequential,count,7,118.910000
i64toa_sequential,count,8,131.150000
i64toa_sequential,count,9,148.130000
i64toa_sequential,count,10,166.790000
i64toa_sequential,count,11,183.820000
i64toa_sequential,count,12,213.590000
i64toa_sequential,count,13,234.570000
i64toa_sequential,count,14,278.760000
i64toa_sequential,count,15,298.410000
i64toa_sequential,count,16,328.570000
i64toa_sequential,count,17,349.940000
i64toa_sequential,count,18,377.880000
i64toa_sequential,count,19,402.410000
i64toa_sequential,count,20,422.310000
i64toa_random,count,0,220.040000
i64toa_sequential,countlut,1,18.390000
i64toa_sequential,countlut,2,17.370000
i64toa_sequential,countlut,3,18.950000
i64toa_sequential,countlut,4,19.650000
i64toa_sequential,countlut,5,21.200000
i64toa_sequential,countlut,6,21.960000
i64toa_sequential,countlut,7,23.750000
i64toa_sequential,countlut,8,24.810000
i64toa_sequential,countlut,9,38.860000
i64toa_sequential,countlut,10,38.810000
i64toa_sequential,countlut,11,38.200000
i64toa_sequential,countlut,12,39.150000
i64toa_sequential,countlut,13,41.790000
i64toa_sequential,countlut,14,43.690000
i64toa_sequential,countlut,15,45.220000
i64toa_sequential,countlut,16,47.110000
i64toa_sequential,countlut,17,62.750000
i64toa_sequential,countlut,18,64.830000
i64toa_sequential,countlut,19,73.070000
i64toa_sequential,countlut,20,72.840000
i64toa_random,countlut,0,54.207500
i64toa_sequential,lut,1,12.110000
i64toa_sequential,lut,2,13.710000
i64toa_sequential,lut,3,29.300000
i64toa_sequential,lut,4,31.690000
i64toa_sequential,lut,5,47.430000
i64toa_sequential,lut,6,47.790000
i64toa_sequential,lut,7,79.350000
i64toa_sequential,lut,8,78.600000
i64toa_sequential,lut,9,83.970000
i64toa_sequential,lut,10,98.000000
i64toa_sequential,lut,11,102.100000
i64toa_sequential,lut,12,105.900000
i64toa_sequential,lut,13,129.630000
i64toa_sequential,lut,14,134.810000
i64toa_sequential,lut,15,162.320000
i64toa_sequential,lut,16,162.620000
i64toa_sequential,lut,17,189.880000
i64toa_sequential,lut,18,195.180000
i64toa_sequential,lut,19,218.730000
i64toa_sequential,lut,20,214.970000
i64toa_random,lut,0,134.284000
i64toa_sequential,mwilson,1,29.770000
i64toa_sequential,mwilson,2,50.610000
i64toa_sequential,mwilson,3,74.400000
i64toa_sequential,mwilson,4,92.590000
i64toa_sequential,mwilson,5,113.320000
i64toa_sequential,mwilson,6,134.750000
i64toa_sequential,mwilson,7,153.900000
i64toa_sequential,mwilson,8,176.780000
i64toa_sequential,mwilson,9,199.390000
i64toa_sequential,mwilson,10,221.330000
i64toa_sequential,mwilson,11,241.430000
i64toa_sequential,mwilson,12,277.400000
i64toa_sequential,mwilson,13,317.070000
i64toa_sequential,mwilson,14,347.800000
i64toa_sequential,mwilson,15,382.960000
i64toa_sequential,mwilson,16,416.470000
i64toa_sequential,mwilson,17,451.220000
i64toa_sequential,mwilson,18,487.570000
i64toa_sequential,mwilson,19,522.160000
i64toa_sequential,mwilson,20,539.200000
i64toa_random,mwilson,0,292.378000
i64toa_sequential,naive,1,24.510000
i64toa_sequential,naive,2,40.070000
i64toa_sequential,naive,3,54.880000
i64toa_sequential,naive,4,70.470000
i64toa_sequential,naive,5,87.840000
i64toa_sequential,naive,6,105.940000
i64toa_sequential,naive,7,120.490000
i64toa_sequential,naive,8,135.890000
i64toa_sequential,naive,9,155.910000
i64toa_sequential,naive,10,170.730000
i64toa_sequential,naive,11,190.380000
i64toa_sequential,naive,12,220.020000
i64toa_sequential,naive,13,245.540000
i64toa_sequential,naive,14,291.900000
i64toa_sequential,naive,15,308.530000
i64toa_sequential,naive,16,336.880000
i64toa_sequential,naive,17,361.840000
i64toa_sequential,naive,18,392.590000
i64toa_sequential,naive,19,417.080000
i64toa_sequential,naive,20,436.350000
i64toa_random,naive,0,232.001500
i64toa_sequential,null,1,5.700000
i64toa_sequential,null,2,5.800000
i64toa_sequential,null,3,5.720000
i64toa_sequential,null,4,5.700000
i64toa_sequential,null,5,5.700000
i64toa_sequential,null,6,5.700000
i64toa_sequential,null,7,5.700000
i64toa_sequential,null,8,5.700000
i64toa_sequential,null,9,5.700000
i64toa_sequential,null,10,5.700000
i64toa_sequential,null,11,5.700000
i64toa_sequential,null,12,5.700000
i64toa_sequential,null,13,5.700000
i64toa_sequential,null,14,5.700000
i64toa_sequential,null,15,5.700000
i64toa_sequential,null,16,5.700000
i64toa_sequential,null,17,5.700000
i64toa_sequential,null,18,5.700000
i64toa_sequential,null,19,5.700000
i64toa_sequential,null,20,5.700000
i64toa_random,null,0,2.499500
i64toa_sequential,sprintf,1,187.670000
i64toa_sequential,sprintf,2,225.460000
i64toa_sequential,sprintf,3,241.210000
i64toa_sequential,sprintf,4,286.060000
i64toa_sequential,sprintf,5,314.570000
i64toa_sequential,sprintf,6,328.490000
i64toa_sequential,sprintf,7,347.140000
i64toa_sequential,sprintf,8,373.740000
i64toa_sequential,sprintf,9,373.690000
i64toa_sequential,sprintf,10,393.840000
i64toa_sequential,sprintf,11,399.170000
i64toa_sequential,sprintf,12,445.920000
i64toa_sequential,sprintf,13,474.280000
i64toa_sequential,sprintf,14,501.470000
i64toa_sequential,sprintf,15,517.890000
i64toa_sequential,sprintf,16,544.900000
i64toa_sequential,sprintf,17,569.170000
i64toa_sequential,sprintf,18,605.590000
i64toa_sequential,sprintf,19,619.810000
i64toa_sequential,sprintf,20,642.070000
i64toa_random,sprintf,0,433.310500
i64toa_sequential,sse2,1,11.240000
i64toa_sequential,sse2,2,12.700000
i64toa_sequential,sse2,3,12.970000
i64toa_sequential,sse2,4,13.470000
i64toa_sequential,sse2,5,17.300000
i64toa_sequential,sse2,6,18.160000
i64toa_sequential,sse2,7,19.100000
i64toa_sequential,sse2,8,19.400000
i64toa_sequential,sse2,9,39.930000
i64toa_sequential,sse2,10,39.740000
i64toa_sequential,sse2,11,39.410000
i64toa_sequential,sse2,12,39.410000
i64toa_sequential,sse2,13,39.640000
i64toa_sequential,sse2,14,39.960000
i64toa_sequential,sse2,15,40.610000
i64toa_sequential,sse2,16,39.440000
i64toa_sequential,sse2,17,67.780000
i64toa_sequential,sse2,18,68.040000
i64toa_sequential,sse2,19,66.960000
i64toa_sequential,sse2,20,69.090000
i64toa_random,sse2,0,52.590000
