Type,Function,Digit,Time(ns)
u64toa_sequential,naive,9,156.808595
u64toa_sequential,naive,10,176.115158
u64toa_sequential,naive,11,194.785240
u64toa_sequential,naive,12,230.372294
u64toa_sequential,naive,13,260.465519
u64toa_sequential,naive,14,284.618264
u64toa_sequential,naive,15,312.489392
u64toa_sequential,naive,16,338.741404
u64toa_sequential,naive,17,368.220482
u64toa_sequential,naive,18,395.075475
u64toa_sequential,naive,19,421.762974
u64toa_sequential,naive,20,449.689934
u64toa_random,naive,0,217.247963
u64toa_sequential,null,1,2.411925
u64toa_sequential,null,2,2.501255
u64toa_sequential,null,3,2.423091
u64toa_sequential,null,4,2.411925
u64toa_sequential,null,5,2.411925
u64toa_sequential,null,6,2.411925
u64toa_sequential,null,7,2.411925
u64toa_sequential,null,8,2.411925
u64toa_sequential,null,9,2.411925
u64toa_sequential,null,10,2.411925
u64toa_sequential,null,11,2.590586
u64toa_sequential,null,12,2.411925
u64toa_sequential,null,13,2.411925
u64toa_sequential,null,14,2.411925
u64toa_sequential,null,15,2.411925
u64toa_sequential,null,16,2.411925
u64toa_sequential,null,17,2.411925
u64toa_sequential,null,18,2.411925
u64toa_sequential,null,19,2.411925
u64toa_sequential,null,20,2.411925
u64toa_random,null,0,2.768130
i64toa_sequential,amartin,1,11.143985
i64toa_sequential,amartin,2,11.322646
i64toa_sequential,amartin,3,12.640271
i64toa_sequential,amartin,4,12.562107
i64toa_sequential,amartin,5,14.125391
i64toa_sequential,amartin,6,14.024895
i64toa_sequential,amartin,7,15.867337
i64toa_sequential,amartin,8,15.744508
i64toa_sequential,amartin,9,17.732112
i64toa_sequential,amartin,10,17.676280
i64toa_sequential,amartin,11,31.623011
i64toa_sequential,amartin,12,33.208628
i64toa_sequential,amartin,13,33.856274
i64toa_sequential,amartin,14,35.453058
i64toa_sequential,amartin,15,35.173900
i64toa_sequential,amartin,16,38.121808
i64toa_sequential,amartin,17,37.753319
i64toa_sequential,amartin,18,40.600730
i64toa_sequential,amartin,19,40.511399
i64toa_sequential,amartin,20,63.045028
i64toa_random,amartin,0,40.960285
i64toa_sequential,branchlut,1,12.629105
i64toa_sequential,branchlut,2,13.879733
i64toa_sequential,branchlut,3,13.678739
i64toa_sequential,branchlut,4,13.890899
i64toa_sequential,branchlut,5,18.871076
i64toa_sequential,branchlut,6,19.898378
i64toa_sequential,branchlut,7,20.456693
i64toa_sequential,branchlut,8,20.635355
i64toa_sequential,branchlut,9,44.520107
i64toa_sequential,branchlut,10,45.703737
i64toa_sequential,branchlut,11,45.960562
i64toa_sequential,branchlut,12,45.915897
i64toa_sequential,branchlut,13,46.518878
i64toa_sequential,branchlut,14,46.463047
i64toa_sequential,branchlut,15,47.557346
i64toa_sequential,branchlut,16,48.059830
i64toa_sequential,branchlut,17,72.112078
i64toa_sequential,branchlut,18,72.022747
i64toa_sequential,branchlut,19,73.351539
i64toa_sequential,branchlut,20,74.579834
i64toa_random,branchlut,0,56.707585
i64toa_sequential,branchlut2,1,10.775496
i64toa_sequential,branchlut2,2,10.875993
i64toa_sequential,branchlut2,3,11.836296
i64toa_sequential,branchlut2,4,11.780465
i64toa_sequential,branchlut2,5,13.332583
i64toa_sequential,branchlut2,6,13.332583
i64toa_sequential,branchlut2,7,15.722175
i64toa_sequential,branchlut2,8,15.912002
i64toa_sequential,branchlut2,9,32.002666
i64toa_sequential,branchlut2,10,32.460485
i64toa_sequential,branchlut2,11,33.431954
i64toa_sequential,branchlut2,12,34.168931
i64toa_sequential,branchlut2,13,36.167702
i64toa_sequential,branchlut2,14,36.223534
i64toa_sequential,branchlut2,15,37.641656
i64toa_sequential,branchlut2,16,38.423298
i64toa_sequential,branchlut2,17,69.487993
i64toa_sequential,branchlut2,18,69.432161
i64toa_sequential,branchlut2,19,70.571126
i64toa_sequential,branchlut2,20,71.866419
i64toa_random,branchlut2,0,52.037831
i64toa_sequential,naive,1,23.415768
i64toa_sequential,naive,2,38.970448
i64toa_sequential,naive,3,54.234804
i64toa_sequential,naive,4,69.867648
i64toa_sequential,naive,5,85.478160
i64toa_sequential,naive,6,101.178002
i64toa_sequential,naive,7,116.855511
i64toa_sequential,naive,8,133.214166
i64toa_sequential,naive,9,151.013276
i64toa_sequential,naive,10,168.644891
i64toa_sequential,naive,11,187.192145
i64toa_sequential,naive,12,220.579434
i64toa_sequential,naive,13,251.632962
i64toa_sequential,naive,14,276.690178
i64toa_sequential,naive,15,301.445904
i64toa_sequential,naive,16,327.161933
i64toa_sequential,naive,17,351.951158
i64toa_sequential,naive,18,377.979843
i64toa_sequential,naive,19,403.070559
i64toa_sequential,naive,20,411.903116
i64toa_random,naive,0,223.530133
i64toa_sequential,null,1,5.292834
i64toa_sequential,null,2,5.337500
i64toa_sequential,null,3,5.270502
i64toa_sequential,null,4,5.270502
i64toa_sequential,null,5,5.270502
i64toa_sequential,null,6,5.259335
i64toa_sequential,null,7,5.259335
i64toa_sequential,null,8,5.259335
i64toa_sequential,null,9,5.270502
i64toa_sequential,null,10,5.270502
i64toa_sequential,null,11,5.270502
i64toa_sequential,null,12,5.370999
i64toa_sequential,null,13,5.270502
i64toa_sequential,null,14,5.259335
i64toa_sequential,null,15,5.270502
i64toa_sequential,null,16,5.270502
i64toa_sequential,null,17,5.259335
i64toa_sequential,null,18,5.259335
i64toa_sequential,null,19,5.270502
i64toa_sequential,null,20,5.259335
i64toa_random,null,0,2.767572
