Type,Function,Digit,Time(ns)
u32toa_sequential,tmueller,3,7.170000
u32toa_sequential,tmueller,4,6.480000
u32toa_sequential,tmueller,5,6.460000
u32toa_sequential,tmueller,6,7.920000
u32toa_sequential,tmueller,7,7.970000
u32toa_sequential,tmueller,8,10.850000
u32toa_sequential,tmueller,9,10.880000
u32toa_sequential,tmueller,10,10.920000
u32toa_random,tmueller,0,14.332000
u32toa_sequential,unnamed,1,7.580000
u32toa_sequential,unnamed,2,10.430000
u32toa_sequential,unnamed,3,12.180000
u32toa_sequential,unnamed,4,15.270000
u32toa_sequential,unnamed,5,18.880000
u32toa_sequential,unnamed,6,20.100000
u32toa_sequential,unnamed,7,22.100000
u32toa_sequential,unnamed,8,23.900000
u32toa_sequential,unnamed,9,26.800000
u32toa_sequential,unnamed,10,27.340000
u32toa_random,unnamed,0,25.621000
u32toa_sequential,unrolledlut,1,3.970000
u32toa_sequential,unrolledlut,2,4.710000
u32toa_sequential,unrolledlut,3,5.800000
u32toa_sequential,unrolledlut,4,6.610000
u32toa_sequential,unrolledlut,5,7.420000
u32toa_sequential,unrolledlut,6,7.800000
u32toa_sequential,unrolledlut,7,7.970000
u32toa_sequential,unrolledlut,8,8.610000
u32toa_sequential,unrolledlut,9,9.790000
u32toa_sequential,unrolledlut,10,10.370000
u32toa_random,unrolledlut,0,15.261000
i32toa_sequential,acf,1,5.760000
i32toa_sequential,acf,2,5.760000
i32toa_sequential,acf,3,8.080000
i32toa_sequential,acf,4,8.090000
i32toa_sequential,acf,5,12.090000
i32toa_sequential,acf,6,11.990000
i32toa_sequential,acf,7,12.140000
i32toa_sequential,acf,8,11.940000
i32toa_sequential,acf,9,13.550000
i32toa_sequential,acf,10,13.550000
i32toa_random,acf,0,17.099000
i32toa_sequential,amartin,1,5.330000
i32toa_sequential,amartin,2,5.270000
i32toa_sequential,amartin,3,7.260000
i32toa_sequential,amartin,4,7.260000
i32toa_sequential,amartin,5,9.110000
i32toa_sequential,amartin,6,8.710000
i32toa_sequential,amartin,7,10.580000
i32toa_sequential,amartin,8,10.640000
i32toa_sequential,amartin,9,10.200000
i32toa_sequential,amartin,10,10.170000
i32toa_random,amartin,0,13.382000
i32toa_sequential,branchlut,1,5.590000
i32toa_sequential,branchlut,2,7.310000
i32toa_sequential,branchlut,3,7.420000
i32toa_sequential,branchlut,4,6.790000
i32toa_sequential,branchlut,5,11.690000
i32toa_sequential,branchlut,6,13.270000
i32toa_sequential,branchlut,7,12.940000
i32toa_sequential,branchlut,8,12.690000
i32toa_sequential,branchlut,9,12.800000
i32toa_sequential,branchlut,10,14.680000
i32toa_random,branchlut,0,21.968000
i32toa_sequential,branchlut2,1,6.120000
i32toa_sequential,branchlut2,2,6.930000
i32toa_sequential,branchlut2,3,9.050000
i32toa_sequential,branchlut2,4,10.260000
i32toa_sequential,branchlut2,5,11.770000
i32toa_sequential,branchlut2,6,13.290000
i32toa_sequential,branchlut2,7,14.500000
i32toa_sequential,branchlut2,8,15.240000
i32toa_sequential,branchlut2,9,15.130000
i32toa_sequential,branchlut2,10,15.830000
i32toa_random,branchlut2,0,24.993000
i32toa_sequential,count,1,6.940000
i32toa_sequential,count,2,9.130000
i32toa_sequential,count,3,11.480000
i32toa_sequential,count,4,13.680000
i32toa_sequential,count,5,15.860000
i32toa_sequential,count,6,18.060000
i32toa_sequential,count,7,20.340000
i32toa_sequential,count,8,22.610000
i32toa_sequential,count,9,25.220000
i32toa_sequential,count,10,27.510000
i32toa_random,count,0,27.128000
i32toa_sequential,countlut,1,6.250000
i32toa_sequential,countlut,2,6.860000
i32toa_sequential,countlut,3,8.710000
i32toa_sequential,countlut,4,8.710000
i32toa_sequential,countlut,5,11.130000
i32toa_sequential,countlut,6,11.690000
i32toa_sequential,countlut,7,14.140000
i32toa_sequential,countlut,8,14.640000
i32toa_sequential,countlut,9,16.610000
i32toa_sequential,countlut,10,17.480000
i32toa_random,countlut,0,23.942000
i32toa_sequential,jeaiii,1,3.590000
i32toa_sequential,jeaiii,2,4.400000
i32toa_sequential,jeaiii,3,6.030000
i32toa_sequential,jeaiii,4,6.820000
i32toa_sequential,jeaiii,5,7.390000
i32toa_sequential,jeaiii,6,7.740000
i32toa_sequential,jeaiii,7,9.090000
i32toa_sequential,jeaiii,8,9.200000
i32toa_sequential,jeaiii,9,10.520000
i32toa_sequential,jeaiii,10,10.090000
i32toa_random,jeaiii,0,19.479000
i32toa_sequential,lut,1,8.270000
i32toa_sequential,lut,2,10.000000
i32toa_sequential,lut,3,13.060000
i32toa_sequential,lut,4,14.520000
i32toa_sequential,lut,5,17.910000
i32toa_sequential,lut,6,19.440000
i32toa_sequential,lut,7,22.580000
i32toa_sequential,lut,8,24.440000
i32toa_sequential,lut,9,27.190000
i32toa_sequential,lut,10,28.710000
i32toa_random,lut,0,30.438000
i32toa_sequential,mwilson,1,7.420000
i32toa_sequential,mwilson,2,10.800000
i32toa_sequential,mwilson,3,14.520000
i32toa_sequential,mwilson,4,18.810000
i32toa_sequential,mwilson,5,21.700000
i32toa_sequential,mwilson,6,26.370000
i32toa_sequential,mwilson,7,29.310000
i32toa_sequential,mwilson,8,33.460000
i32toa_sequential,mwilson,9,37.590000
i32toa_sequential,mwilson,10,41.640000
i32toa_random,mwilson,0,33.360000
i32toa_sequential,naive,1,8.950000
i32toa_sequential,naive,2,12.900000
i32toa_sequential,naive,3,15.320000
i32toa_sequential,naive,4,18.430000
i32toa_sequential,naive,5,22.060000
i32toa_sequential,naive,6,25.910000
i32toa_sequential,naive,7,27.910000
i32toa_sequential,naive,8,32.120000
i32toa_sequential,naive,9,35.040000
i32toa_sequential,naive,10,38.480000
i32toa_random,naive,0,32.974000
i32toa_sequential,null,1,2.450000
i32toa_sequential,null,2,2.450000
i32toa_sequential,null,3,2.510000
i32toa_sequential,null,4,2.510000
i32toa_sequential,null,5,2.490000
i32toa_sequential,null,6,2.510000
i32toa_sequential,null,7,2.510000
i32toa_sequential,null,8,2.450000
i32toa_sequential,null,9,2.450000
i32toa_sequential,null,10,2.510000
i32toa_random,null,0,2.492000
i32toa_sequential,sprintf,1,132.040000
i32toa_sequential,sprintf,2,136.150000
i32toa_sequential,sprintf,3,139.360000
i32toa_sequential,sprintf,4,144.340000
i32toa_sequential,sprintf,5,147.310000
i32toa_sequential,sprintf,6,149.680000
i32toa_sequential,sprintf,7,153.870000
i32toa_sequential,sprintf,8,157.390000
i32toa_sequential,sprintf,9,161.700000
i32toa_sequential,sprintf,10,165.170000
i32toa_random,sprintf,0,159.592000
i32toa_sequential,sse2,1,6.570000
i32toa_sequential,sse2,2,7.530000
i32toa_sequential,sse2,3,7.260000
i32toa_sequential,sse2,4,7.020000
i32toa_sequential,sse2,5,11.690000
i32toa_sequential,sse2,6,12.950000
i32toa_sequential,sse2,7,12.850000
i32toa_sequential,sse2,8,12.320000
i32toa_sequential,sse2,9,10.060000
i32toa_sequential,sse2,10,10.520000
i32toa_random,sse2,0,21.308000
i32toa_sequential,tmueller,1,4.620000
i32toa_sequential,tmueller,2,8.700000
i32toa_sequential,tmueller,3,8.460000
i32toa_sequential,tmueller,4,7.770000
i32toa_sequential,tmueller,5,7.770000
i32toa_sequential,tmueller,6,9.800000
i32toa_sequential,tmueller,7,9.790000
i32toa_sequential,tmueller,8,13.220000
i32toa_sequential,tmueller,9,13.190000
i32toa_sequential,tmueller,10,13.190000
i32toa_random,tmueller,0,15.652000
i32toa_sequential,unnamed,1,8.710000
i32toa_sequential,unnamed,2,13.230000
i32toa_sequential,unnamed,3,16.870000
i32toa_sequential,unnamed,4,20.260000
i32toa_sequential,unnamed,5,23.200000
i32toa_sequential,unnamed,6,26.740000
i32toa_sequential,unnamed,7,29.890000
i32toa_sequential,unnamed,8,32.960000
i32toa_sequential,unnamed,9,36.040000
i32toa_sequential,unnamed,10,38.700000
i32toa_random,unnamed,0,34.595000
i32toa_sequential,unrolledlut,1,5.070000
i32toa_sequential,unrolledlut,2,5.390000
i32toa_sequential,unrolledlut,3,6.930000
i32toa_sequential,unrolledlut,4,6.930000
i32toa_sequential,unrolledlut,5,8.710000
i32toa_sequential,unrolledlut,6,8.660000
i32toa_sequential,unrolledlut,7,9.440000
i32toa_sequential,unrolledlut,8,10.320000
i32toa_sequential,unrolledlut,9,10.350000
i32toa_sequential,unrolledlut,10,10.320000
i32toa_random,unrolledlut,0,19.022000
u64toa_sequential,acf,1,4.030000
u64toa_sequential,acf,2,4.030000
u64toa_sequential,acf,3,6.460000
u64toa_sequential,acf,4,6.440000
u64toa_sequential,acf,5,11.270000
u64toa_sequential,acf,6,11.480000
u64toa_sequential,acf,7,11.270000
u64toa_sequential,acf,8,11.470000
u64toa_sequential,acf,9,15.330000
u64toa_sequential,acf,10,15.330000
u64toa_sequential,acf,11,19.780000
u64toa_sequential,acf,12,19.840000
u64toa_sequential,acf,13,19.840000
u64toa_sequential,acf,14,19.870000
u64toa_sequential,acf,15,19.950000
u64toa_sequential,acf,16,19.630000
u64toa_sequential,acf,17,23.590000
u64toa_sequential,acf,18,23.440000
u64toa_sequential,acf,19,23.320000
u64toa_sequential,acf,20,23.290000
u64toa_random,acf,0,20.684000
u64toa_sequential,amartin,1,4.840000
u64toa_sequential,amartin,2,4.840000
u64toa_sequential,amartin,3,5.880000
u64toa_sequential,amartin,4,5.880000
u64toa_sequential,amartin,5,8.950000
u64toa_sequential,amartin,6,8.950000
u64toa_sequential,amartin,7,9.850000
u64toa_sequential,amartin,8,9.790000
u64toa_sequential,amartin,9,9.200000
u64toa_sequential,amartin,10,9.200000
u64toa_sequential,amartin,11,13.250000
u64toa_sequential,amartin,12,13.230000
u64toa_sequential,amartin,13,15.720000
u64toa_sequential,amartin,14,15.720000
u64toa_sequential,amartin,15,17.850000
u64toa_sequential,amartin,16,17.850000
u64toa_sequential,amartin,17,17.580000
u64toa_sequential,amartin,18,17.800000
u64toa_sequential,amartin,19,18.860000
u64toa_sequential,amartin,20,18.790000
u64toa_random,amartin,0,21.104000
u64toa_sequential,branchlut,1,5.290000
u64toa_sequential,branchlut,2,6.860000
u64toa_sequential,branchlut,3,7.940000
u64toa_sequential,branchlut,4,7.770000
u64toa_sequential,branchlut,5,11.000000
u64toa_sequential,branchlut,6,12.900000
u64toa_sequential,branchlut,7,12.830000
u64toa_sequential,branchlut,8,11.520000
u64toa_sequential,branchlut,9,21.990000
u64toa_sequential,branchlut,10,22.240000
u64toa_sequential,branchlut,11,24.300000
u64toa_sequential,branchlut,12,22.260000
u64toa_sequential,branchlut,13,23.350000
u64toa_sequential,branchlut,14,23.140000
u64toa_sequential,branchlut,15,23.060000
u64toa_sequential,branchlut,16,22.440000
u64toa_sequential,branchlut,17,23.810000
u64toa_sequential,branchlut,18,23.660000
u64toa_sequential,branchlut,19,26.670000
u64toa_sequential,branchlut,20,26.670000
u64toa_random,branchlut,0,30.379000
u64toa_sequential,branchlut2,1,4.300000
u64toa_sequential,branchlut2,2,5.190000
u64toa_sequential,branchlut2,3,7.790000
u64toa_sequential,branchlut2,4,8.800000
u64toa_sequential,branchlut2,5,10.420000
u64toa_sequential,branchlut2,6,11.690000
u64toa_sequential,branchlut2,7,13.470000
u64toa_sequential,branchlut2,8,14.840000
u64toa_sequential,branchlut2,9,16.290000
u64toa_sequential,branchlut2,10,16.910000
u64toa_sequential,branchlut2,11,20.320000
u64toa_sequential,branchlut2,12,20.870000
u64toa_sequential,branchlut2,13,22.500000
u64toa_sequential,branchlut2,14,22.850000
u64toa_sequential,branchlut2,15,25.800000
u64toa_sequential,branchlut2,16,26.340000
u64toa_sequential,branchlut2,17,26.770000
u64toa_sequential,branchlut2,18,28.710000
u64toa_sequential,branchlut2,19,30.530000
u64toa_sequential,branchlut2,20,31.560000
u64toa_random,branchlut2,0,34.501000
u64toa_sequential,count,1,5.840000
u64toa_sequential,count,2,8.130000
u64toa_sequential,count,3,9.860000
u64toa_sequential,count,4,12.060000
u64toa_sequential,count,5,14.280000
u64toa_sequential,count,6,15.580000
u64toa_sequential,count,7,17.320000
u64toa_sequential,count,8,19.580000
u64toa_sequential,count,9,21.200000
u64toa_sequential,count,10,23.170000
u64toa_sequential,count,11,25.260000
u64toa_sequential,count,12,27.310000
u64toa_sequential,count,13,29.330000
u64toa_sequential,count,14,31.090000
u64toa_sequential,count,15,32.850000
u64toa_sequential,count,16,39.570000
u64toa_sequential,count,17,41.370000
u64toa_sequential,count,18,43.500000
u64toa_sequential,count,19,40.460000
u64toa_sequential,count,20,47.470000
u64toa_random,count,0,32.541500
u64toa_sequential,countlut,1,5.760000
u64toa_sequential,countlut,2,6.770000
u64toa_sequential,countlut,3,8.680000
u64toa_sequential,countlut,4,9.320000
u64toa_sequential,countlut,5,11.770000
u64toa_sequential,countlut,6,12.880000
u64toa_sequential,countlut,7,14.510000
u64toa_sequential,countlut,8,15.060000
u64toa_sequential,countlut,9,15.430000
u64toa_sequential,countlut,10,16.520000
u64toa_sequential,countlut,11,18.380000
u64toa_sequential,countlut,12,18.940000
u64toa_sequential,countlut,13,21.270000
u64toa_sequential,countlut,14,21.750000
u64toa_sequential,countlut,15,24.160000
u64toa_sequential,countlut,16,24.270000
u64toa_sequential,countlut,17,24.440000
u64toa_sequential,countlut,18,25.720000
u64toa_sequential,countlut,19,27.140000
u64toa_sequential,countlut,20,27.470000
u64toa_random,countlut,0,29.840000
u64toa_sequential,jeaiii,1,3.040000
u64toa_sequential,jeaiii,2,3.680000
u64toa_sequential,jeaiii,3,4.520000
u64toa_sequential,jeaiii,4,5.530000
u64toa_sequential,jeaiii,5,6.620000
u64toa_sequential,jeaiii,6,7.250000
u64toa_sequential,jeaiii,7,8.120000
u64toa_sequential,jeaiii,8,9.020000
u64toa_sequential,jeaiii,9,9.410000
u64toa_sequential,jeaiii,10,9.920000
u64toa_sequential,jeaiii,11,13.140000
u64toa_sequential,jeaiii,12,13.220000
u64toa_sequential,jeaiii,13,13.870000
u64toa_sequential,jeaiii,14,15.040000
u64toa_sequential,jeaiii,15,15.960000
u64toa_sequential,jeaiii,16,16.730000
u64toa_sequential,jeaiii,17,17.850000
u64toa_sequential,jeaiii,18,17.090000
u64toa_sequential,jeaiii,19,18.960000
u64toa_sequential,jeaiii,20,19.380000
u64toa_random,jeaiii,0,25.272000
u64toa_sequential,lut,1,7.810000
u64toa_sequential,lut,2,9.680000
u64toa_sequential,lut,3,13.260000
u64toa_sequential,lut,4,15.350000
u64toa_sequential,lut,5,19.310000
u64toa_sequential,lut,6,20.430000
u64toa_sequential,lut,7,24.970000
u64toa_sequential,lut,8,25.590000
u64toa_sequential,lut,9,30.100000
u64toa_sequential,lut,10,31.960000
u64toa_sequential,lut,11,34.560000
u64toa_sequential,lut,12,36.620000
u64toa_sequential,lut,13,40.090000
u64toa_sequential,lut,14,42.230000
u64toa_sequential,lut,15,45.880000
u64toa_sequential,lut,16,46.370000
u64toa_sequential,lut,17,39.520000
u64toa_sequential,lut,18,39.710000
u64toa_sequential,lut,19,42.790000
u64toa_sequential,lut,20,44.380000
u64toa_random,lut,0,39.926000
u64toa_sequential,mwilson,1,5.250000
u64toa_sequential,mwilson,2,10.170000
u64toa_sequential,mwilson,3,12.900000
u64toa_sequential,mwilson,4,15.540000
u64toa_sequential,mwilson,5,18.020000
u64toa_sequential,mwilson,6,21.840000
u64toa_sequential,mwilson,7,24.350000
u64toa_sequential,mwilson,8,28.310000
u64toa_sequential,mwilson,9,30.800000
u64toa_sequential,mwilson,10,34.070000
u64toa_sequential,mwilson,11,36.770000
u64toa_sequential,mwilson,12,40.690000
u64toa_sequential,mwilson,13,43.830000
u64toa_sequential,mwilson,14,47.230000
u64toa_sequential,mwilson,15,49.740000
u64toa_sequential,mwilson,16,53.630000
u64toa_sequential,mwilson,17,55.490000
u64toa_sequential,mwilson,18,60.230000
u64toa_sequential,mwilson,19,62.460000
u64toa_sequential,mwilson,20,66.500000
u64toa_random,mwilson,0,43.885000
u64toa_sequential,naive,1,8.820000
u64toa_sequential,naive,2,12.580000
u64toa_sequential,naive,3,14.760000
u64toa_sequential,naive,4,18.180000
u64toa_sequential,naive,5,21.720000
u64toa_sequential,naive,6,25.870000
u64toa_sequential,naive,7,29.110000
u64toa_sequential,naive,8,32.390000
u64toa_sequential,naive,9,35.770000
u64toa_sequential,naive,10,38.740000
u64toa_sequential,naive,11,42.210000
u64toa_sequential,naive,12,44.680000
u64toa_sequential,naive,13,49.060000
u64toa_sequential,naive,14,51.810000
u64toa_sequential,naive,15,53.260000
u64toa_sequential,naive,16,57.490000
u64toa_sequential,naive,17,48.760000
u64toa_sequential,naive,18,52.730000
u64toa_sequential,naive,19,55.060000
u64toa_sequential,naive,20,57.220000
u64toa_random,naive,0,44.580500
u64toa_sequential,null,1,2.350000
u64toa_sequential,null,2,2.290000
u64toa_sequential,null,3,2.510000
u64toa_sequential,null,4,2.300000
u64toa_sequential,null,5,2.290000
u64toa_sequential,null,6,2.300000
u64toa_sequential,null,7,2.300000
u64toa_sequential,null,8,2.290000
u64toa_sequential,null,9,2.310000
u64toa_sequential,null,10,2.290000
u64toa_sequential,null,11,2.310000
u64toa_sequential,null,12,2.290000
u64toa_sequential,null,13,2.510000
u64toa_sequential,null,14,2.310000
u64toa_sequential,null,15,2.510000
u64toa_sequential,null,16,2.310000
u64toa_sequential,null,17,2.310000
u64toa_sequential,null,18,2.450000
u64toa_sequential,null,19,2.310000
u64toa_sequential,null,20,2.300000
u64toa_random,null,0,2.515000
u64toa_sequential,sprintf,1,137.360000
u64toa_sequential,sprintf,2,142.300000
u64toa_sequential,sprintf,3,146.810000
u64toa_sequential,sprintf,4,150.910000
u64toa_sequential,sprintf,5,153.120000
u64toa_sequential,sprintf,6,157.600000
u64toa_sequential,sprintf,7,159.920000
u64toa_sequential,sprintf,8,162.870000
u64toa_sequential,sprintf,9,167.550000
u64toa_sequential,sprintf,10,171.420000
u64toa_sequential,sprintf,11,175.070000
u64toa_sequential,sprintf,12,178.080000
u64toa_sequential,sprintf,13,180.660000
u64toa_sequential,sprintf,14,184.630000
u64toa_sequential,sprintf,15,188.450000
u64toa_sequential,sprintf,16,191.570000
u64toa_sequential,sprintf,17,194.750000
u64toa_sequential,sprintf,18,197.720000
u64toa_sequential,sprintf,19,200.830000
u64toa_sequential,sprintf,20,203.850000
u64toa_random,sprintf,0,180.240500
u64toa_sequential,sse2,1,5.260000
u64toa_sequential,sse2,2,7.340000
u64toa_sequential,sse2,3,7.980000
u64toa_sequential,sse2,4,7.280000
u64toa_sequential,sse2,5,11.310000
u64toa_sequential,sse2,6,12.820000
u64toa_sequential,sse2,7,12.950000
u64toa_sequential,sse2,8,11.770000
u64toa_sequential,sse2,9,14.190000
u64toa_sequential,sse2,10,14.160000
u64toa_sequential,sse2,11,14.140000
u64toa_sequential,sse2,12,14.070000
u64toa_sequential,sse2,13,14.150000
u64toa_sequential,sse2,14,14.110000
u64toa_sequential,sse2,15,14.040000
u64toa_sequential,sse2,16,13.810000
u64toa_sequential,sse2,17,14.420000
u64toa_sequential,sse2,18,13.710000
u64toa_sequential,sse2,19,16.460000
u64toa_sequential,sse2,20,17.630000
u64toa_random,sse2,0,27.235500
u64toa_sequential,tmueller,1,2.970000
u64toa_sequential,tmueller,2,4.880000
u64toa_sequential,tmueller,3,7.770000
u64toa_sequential,tmueller,4,7.910000
u64toa_sequential,tmueller,5,10.320000
u64toa_sequential,tmueller,6,11.200000
u64toa_sequential,tmueller,7,13.180000
u64toa_sequential,tmueller,8,13.230000
u64toa_sequential,tmueller,9,14.990000
u64toa_sequential,tmueller,10,15.650000
u64toa_sequential,tmueller,11,17.480000
u64toa_sequential,tmueller,12,17.990000
u64toa_sequential,tmueller,13,19.510000
u64toa_sequential,tmueller,14,20.160000
u64toa_sequential,tmueller,15,21.890000
u64toa_sequential,tmueller,16,22.360000
u64toa_sequential,tmueller,17,24.070000
u64toa_sequential,tmueller,18,24.670000
u64toa_sequential,tmueller,19,26.490000
u64toa_sequential,tmueller,20,26.890000
u64toa_random,tmueller,0,26.302000
u64toa_sequential,unnamed,1,9.220000
u64toa_sequential,unnamed,2,11.990000
u64toa_sequential,unnamed,3,13.220000
u64toa_sequential,unnamed,4,16.830000
u64toa_sequential,unnamed,5,19.670000
u64toa_sequential,unnamed,6,21.340000
u64toa_sequential,unnamed,7,24.070000
u64toa_sequential,unnamed,8,26.130000
u64toa_sequential,unnamed,9,27.740000
u64toa_sequential,unnamed,10,28.680000
u64toa_sequential,unnamed,11,36.530000
u64toa_sequential,unnamed,12,39.710000
u64toa_sequential,unnamed,13,42.880000
u64toa_sequential,unnamed,14,45.210000
u64toa_sequential,unnamed,15,49.480000
u64toa_sequential,unnamed,16,51.580000
u64toa_sequential,unnamed,17,54.700000
u64toa_sequential,unnamed,18,57.070000
u64toa_sequential,unnamed,19,59.760000
u64toa_sequential,unnamed,20,59.130000
u64toa_random,unnamed,0,46.502500
u64toa_sequential,unrolledlut,1,4.960000
u64toa_sequential,unrolledlut,2,5.530000
u64toa_sequential,unrolledlut,3,6.930000
u64toa_sequential,unrolledlut,4,6.880000
u64toa_sequential,unrolledlut,5,8.820000
u64toa_sequential,unrolledlut,6,9.670000
u64toa_sequential,unrolledlut,7,9.920000
u64toa_sequential,unrolledlut,8,9.970000
u64toa_sequential,unrolledlut,9,10.530000
u64toa_sequential,unrolledlut,10,10.440000
u64toa_sequential,unrolledlut,11,13.710000
u64toa_sequential,unrolledlut,12,13.230000
u64toa_sequential,unrolledlut,13,15.700000
u64toa_sequential,unrolledlut,14,15.870000
u64toa_sequential,unrolledlut,15,16.450000
u64toa_sequential,unrolledlut,16,16.930000
u64toa_sequential,unrolledlut,17,18.120000
u64toa_sequential,unrolledlut,18,17.820000
u64toa_sequential,unrolledlut,19,20.000000
u64toa_sequential,unrolledlut,20,20.320000
u64toa_random,unrolledlut,0,25.506000
i64toa_sequential,acf,1,5.210000
i64toa_sequential,acf,2,5.570000
i64toa_sequential,acf,3,8.200000
i64toa_sequential,acf,4,8.200000
