Type,Function,Digit,Time(ns)
i32toa_random,branchlut,0,22.139892
i32toa_sequential,count,1,7.762199
i32toa_sequential,count,2,10.574368
i32toa_sequential,count,3,13.489982
i32toa_sequential,count,4,16.432415
i32toa_sequential,count,5,19.267572
i32toa_sequential,count,6,22.505014
i32toa_sequential,count,7,25.627518
i32toa_sequential,count,8,28.769178
i32toa_sequential,count,9,30.895546
i32toa_sequential,count,10,34.454817
i32toa_random,count,0,35.784658
i32toa_sequential,countlut,1,5.597519
i32toa_sequential,countlut,2,6.057274
i32toa_sequential,countlut,3,8.210461
i32toa_sequential,countlut,4,8.903925
i32toa_sequential,countlut,5,11.072436
i32toa_sequential,countlut,6,11.597323
i32toa_sequential,countlut,7,13.367381
i32toa_sequential,countlut,8,13.976556
i32toa_sequential,countlut,9,15.493748
i32toa_sequential,countlut,10,16.252344
i32toa_random,countlut,0,24.720651
i32toa_sequential,lut,1,10.704632
i32toa_sequential,lut,2,12.501509
i32toa_sequential,lut,3,14.267735
i32toa_sequential,lut,4,16.405596
i32toa_sequential,lut,5,17.474527
i32toa_sequential,lut,6,19.658364
i32toa_sequential,lut,7,20.738788
i32toa_sequential,lut,8,22.888143
i32toa_sequential,lut,9,24.497286
i32toa_sequential,lut,10,26.359295
i32toa_random,lut,0,36.250927
i32toa_sequential,naive,1,11.769732
i32toa_sequential,naive,2,14.309879
i32toa_sequential,naive,3,18.581770
i32toa_sequential,naive,4,21.819213
i32toa_sequential,naive,5,25.370821
i32toa_sequential,naive,6,28.577613
i32toa_sequential,naive,7,32.182860
i32toa_sequential,naive,8,39.887590
i32toa_sequential,naive,9,42.692096
i32toa_sequential,naive,10,46.167079
i32toa_random,naive,0,45.941799
i32toa_sequential,null,1,2.494172
i32toa_sequential,null,2,2.494172
i32toa_sequential,null,3,2.494172
i32toa_sequential,null,4,2.494172
i32toa_sequential,null,5,2.494172
i32toa_sequential,null,6,2.494172
i32toa_sequential,null,7,2.494172
i32toa_sequential,null,8,2.494172
i32toa_sequential,null,9,2.494172
i32toa_sequential,null,10,2.494172
i32toa_random,null,0,2.498003
i32toa_sequential,sprintf,1,117.597703
i32toa_sequential,sprintf,2,134.830858
i32toa_sequential,sprintf,3,146.761504
i32toa_sequential,sprintf,4,174.557534
i32toa_sequential,sprintf,5,197.415027
i32toa_sequential,sprintf,6,212.751692
i32toa_sequential,sprintf,7,232.084396
i32toa_sequential,sprintf,8,255.302030
i32toa_sequential,sprintf,9,276.653825
i32toa_sequential,sprintf,10,301.905877
i32toa_random,sprintf,0,229.840791
i32toa_sequential,sse2,1,7.126205
i32toa_sequential,sse2,2,6.413584
i32toa_sequential,sse2,3,6.145394
i32toa_sequential,sse2,4,6.363777
i32toa_sequential,sse2,5,9.957530
i32toa_sequential,sse2,6,10.359816
i32toa_sequential,sse2,7,10.658657
i32toa_sequential,sse2,8,10.624175
i32toa_sequential,sse2,9,9.018863
i32toa_sequential,sse2,10,9.444137
i32toa_random,sse2,0,20.817713
i32toa_sequential,vc,1,9.126140
i32toa_sequential,vc,2,11.922983
i32toa_sequential,vc,3,16.543523
i32toa_sequential,vc,4,23.263610
i32toa_sequential,vc,5,28.700215
i32toa_sequential,vc,6,37.573489
i32toa_sequential,vc,7,47.649789
i32toa_sequential,vc,8,59.009572
i32toa_sequential,vc,9,67.936485
i32toa_sequential,vc,10,80.472475
i32toa_random,vc,0,65.912413
u64toa_sequential,branchlut,1,5.344654
u64toa_sequential,branchlut,2,5.344654
u64toa_sequential,branchlut,3,5.700964
u64toa_sequential,branchlut,4,5.700964
u64toa_sequential,branchlut,5,8.911587
u64toa_sequential,branchlut,6,9.283223
u64toa_sequential,branchlut,7,9.639533
u64toa_sequential,branchlut,8,9.501606
u64toa_sequential,branchlut,9,20.654500
u64toa_sequential,branchlut,10,20.685150
u64toa_sequential,branchlut,11,21.792394
u64toa_sequential,branchlut,12,22.049090
u64toa_sequential,branchlut,13,22.673591
u64toa_sequential,branchlut,14,22.757880
u64toa_sequential,branchlut,15,23.566282
u64toa_sequential,branchlut,16,23.558620
u64toa_sequential,branchlut,17,34.159807
u64toa_sequential,branchlut,18,34.029543
u64toa_sequential,branchlut,19,33.581282
u64toa_sequential,branchlut,20,34.332215
u64toa_random,branchlut,0,31.174655
u64toa_sequential,count,1,7.482515
u64toa_sequential,count,2,11.670118
u64toa_sequential,count,3,15.125944
u64toa_sequential,count,4,18.842298
u64toa_sequential,count,5,22.543327
u64toa_sequential,count,6,28.523975
u64toa_sequential,count,7,33.979736
u64toa_sequential,count,8,38.278447
u64toa_sequential,count,9,41.040809
u64toa_sequential,count,10,44.856777
u64toa_sequential,count,11,51.998307
u64toa_sequential,count,12,56.427281
u64toa_sequential,count,13,59.492315
u64toa_sequential,count,14,65.718166
u64toa_sequential,count,15,71.618357
u64toa_sequential,count,16,77.618162
u64toa_sequential,count,17,78.116230
u64toa_sequential,count,18,82.775082
u64toa_sequential,count,19,93.265162
u64toa_sequential,count,20,95.219121
u64toa_random,count,0,62.732440
u64toa_sequential,countlut,1,5.421279
u64toa_sequential,countlut,2,6.057274
u64toa_sequential,countlut,3,8.551446
u64toa_sequential,countlut,4,8.697035
u64toa_sequential,countlut,5,10.474755
u64toa_sequential,countlut,6,10.861715
u64toa_sequential,countlut,7,21.485890
u64toa_sequential,countlut,8,12.988083
u64toa_sequential,countlut,9,18.643071
u64toa_sequential,countlut,10,19.478293
u64toa_sequential,countlut,11,21.068279
u64toa_sequential,countlut,12,21.930320
u64toa_sequential,countlut,13,22.914963
u64toa_sequential,countlut,14,23.803822
u64toa_sequential,countlut,15,26.068117
u64toa_sequential,countlut,16,26.432089
u64toa_sequential,countlut,17,31.385951
u64toa_sequential,countlut,18,32.975938
u64toa_sequential,countlut,19,31.983633
u64toa_sequential,countlut,20,33.182827
u64toa_random,countlut,0,31.793792
u64toa_sequential,lut,1,9.639533
u64toa_sequential,lut,2,11.072436
u64toa_sequential,lut,3,14.283060
u64toa_sequential,lut,4,15.715963
u64toa_sequential,lut,5,18.210135
u64toa_sequential,lut,6,20.382478
u64toa_sequential,lut,7,26.248187
u64toa_sequential,lut,8,28.646577
u64toa_sequential,lut,9,33.841810
u64toa_sequential,lut,10,35.431796
u64toa_sequential,lut,11,41.213217
u64toa_sequential,lut,12,42.527351
u64toa_sequential,lut,13,48.224483
u64toa_sequential,lut,14,52.726252
u64toa_sequential,lut,15,55.764467
u64toa_sequential,lut,16,59.867782
u64toa_sequential,lut,17,62.239352
u64toa_sequential,lut,18,65.120485
u64toa_sequential,lut,19,69.047560
u64toa_sequential,lut,20,71.986161
u64toa_random,lut,0,63.312689
u64toa_sequential,naive,1,11.060942
u64toa_sequential,naive,2,13.601090
u64toa_sequential,naive,3,17.842331
u64toa_sequential,naive,4,21.141074
u64toa_sequential,naive,5,26.336307
u64toa_sequential,naive,6,31.286337
u64toa_sequential,naive,7,38.079220
u64toa_sequential,naive,8,43.611607
u64toa_sequential,naive,9,49.676543
u64toa_sequential,naive,10,55.389001
u64toa_sequential,naive,11,60.407994
u64toa_sequential,naive,12,65.752648
u64toa_sequential,naive,13,70.771642
u64toa_sequential,naive,14,76.894048
u64toa_sequential,naive,15,81.552900
u64toa_sequential,naive,16,88.399420
u64toa_sequential,naive,17,93.123404
u64toa_sequential,naive,18,99.996743
u64toa_sequential,naive,19,102.575203
u64toa_sequential,naive,20,108.264673
u64toa_random,naive,0,81.499453
u64toa_sequential,null,1,2.494172
u64toa_sequential,null,2,2.494172
u64toa_sequential,null,3,2.494172
u64toa_sequential,null,4,2.494172
u64toa_sequential,null,5,2.494172
u64toa_sequential,null,6,2.494172
u64toa_sequential,null,7,2.494172
u64toa_sequential,null,8,2.494172
u64toa_sequential,null,9,2.494172
u64toa_sequential,null,10,2.494172
u64toa_sequential,null,11,2.494172
u64toa_sequential,null,12,2.494172
u64toa_sequential,null,13,2.494172
u64toa_sequential,null,14,2.494172
u64toa_sequential,null,15,2.494172
u64toa_sequential,null,16,2.494172
u64toa_sequential,null,17,2.494172
u64toa_sequential,null,18,2.494172
u64toa_sequential,null,19,2.494172
u64toa_sequential,null,20,2.494172
u64toa_random,null,0,2.498578
u64toa_sequential,sprintf,1,122.087978
u64toa_sequential,sprintf,2,135.520491
u64toa_sequential,sprintf,3,150.205836
u64toa_sequential,sprintf,4,168.415971
u64toa_sequential,sprintf,5,186.193170
u64toa_sequential,sprintf,6,204.660001
u64toa_sequential,sprintf,7,223.096183
u64toa_sequential,sprintf,8,242.804353
u64toa_sequential,sprintf,9,262.750064
u64toa_sequential,sprintf,10,282.872014
u64toa_sequential,sprintf,11,303.131890
u64toa_sequential,sprintf,12,323.211696
u64toa_sequential,sprintf,13,343.896846
u64toa_sequential,sprintf,14,363.903858
u64toa_sequential,sprintf,15,385.481699
u64toa_sequential,sprintf,16,406.802844
u64toa_sequential,sprintf,17,430.074116
u64toa_sequential,sprintf,18,452.529324
u64toa_sequential,sprintf,19,473.321750
u64toa_sequential,sprintf,20,498.508669
u64toa_random,sprintf,0,328.038742
u64toa_sequential,sse2,1,5.700964
u64toa_sequential,sse2,2,5.704795
u64toa_sequential,sse2,3,5.700964
u64toa_sequential,sse2,4,5.769927
u64toa_sequential,sse2,5,9.267897
u64toa_sequential,sse2,6,9.264066
u64toa_sequential,sse2,7,9.555244
u64toa_sequential,sse2,8,9.788953
u64toa_sequential,sse2,9,18.719697
u64toa_sequential,sse2,10,18.738853
u64toa_sequential,sse2,11,18.666059
u64toa_sequential,sse2,12,18.742685
u64toa_sequential,sse2,13,18.704372
u64toa_sequential,sse2,14,18.765672
u64toa_sequential,sse2,15,18.796323
u64toa_sequential,sse2,16,18.367218
u64toa_sequential,sse2,17,27.478032
u64toa_sequential,sse2,18,27.569983
u64toa_sequential,sse2,19,27.696416
u64toa_sequential,sse2,20,27.481864
u64toa_random,sse2,0,30.306101
u64toa_sequential,vc,1,13.198804
u64toa_sequential,vc,2,20.014674
u64toa_sequential,vc,3,28.029738
u64toa_sequential,vc,4,41.523552
u64toa_sequential,vc,5,52.963792
u64toa_sequential,vc,6,66.078308
u64toa_sequential,vc,7,78.185193
u64toa_sequential,vc,8,92.406952
u64toa_sequential,vc,9,105.318409
u64toa_sequential,vc,10,119.168533
u64toa_sequential,vc,11,133.493737
u64toa_sequential,vc,12,147.470293
u64toa_sequential,vc,13,161.044564
u64toa_sequential,vc,14,176.392723
u64toa_sequential,vc,15,191.740882
u64toa_sequential,vc,16,207.000921
u64toa_sequential,vc,17,221.743736
u64toa_sequential,vc,18,236.597659
u64toa_sequential,vc,19,253.708213
u64toa_sequential,vc,20,270.608045
u64toa_random,vc,0,157.318057
i64toa_sequential,branchlut,1,6.413584
i64toa_sequential,branchlut,2,6.057274
i64toa_sequential,branchlut,3,6.413584
i64toa_sequential,branchlut,4,6.769894
i64toa_sequential,branchlut,5,9.831097
i64toa_sequential,branchlut,6,10.018831
i64toa_sequential,branchlut,7,10.367478
i64toa_sequential,branchlut,8,10.352153
i64toa_sequential,branchlut,9,21.263675
i64toa_sequential,branchlut,10,21.991621
i64toa_sequential,branchlut,11,22.573977
i64toa_sequential,branchlut,12,22.872818
i64toa_sequential,branchlut,13,23.700378
i64toa_sequential,branchlut,14,23.857461
i64toa_sequential,branchlut,15,24.298059
i64toa_sequential,branchlut,16,24.470467
i64toa_sequential,branchlut,17,34.830283
i64toa_sequential,branchlut,18,34.654044
i64toa_sequential,branchlut,19,35.611867
i64toa_sequential,branchlut,20,35.546735
i64toa_random,branchlut,0,34.825686
i64toa_sequential,count,1,8.195135
i64toa_sequential,count,2,12.359751
i64toa_sequential,count,3,15.880709
i64toa_sequential,count,4,19.823109
i64toa_sequential,count,5,25.064318
i64toa_sequential,count,6,28.953080
i64toa_sequential,count,7,33.657908
i64toa_sequential,count,8,38.297603
i64toa_sequential,count,9,43.580956
i64toa_sequential,count,10,47.649789
i64toa_sequential,count,11,52.090258
i64toa_sequential,count,12,61.005676
i64toa_sequential,count,13,62.699108
i64toa_sequential,count,14,66.166428
i64toa_sequential,count,15,70.039865
i64toa_sequential,count,16,74.974570
i64toa_sequential,count,17,79.756023
i64toa_sequential,count,18,87.621667
i64toa_sequential,count,19,94.039083
i64toa_sequential,count,20,88.583322
i64toa_random,count,0,66.678480
i64toa_sequential,countlut,1,6.413584
i64toa_sequential,countlut,2,6.769894
i64toa_sequential,countlut,3,8.685541
i64toa_sequential,countlut,4,9.137633
i64toa_sequential,countlut,5,10.900028
i64toa_sequential,countlut,6,11.608817
i64toa_sequential,countlut,7,13.750510
i64toa_sequential,countlut,8,13.857786
i64toa_sequential,countlut,9,18.949574
i64toa_sequential,countlut,10,20.328840
i64toa_sequential,countlut,11,21.535697
i64toa_sequential,countlut,12,22.340269
i64toa_sequential,countlut,13,24.278903
i64toa_sequential,countlut,14,24.516443
i64toa_sequential,countlut,15,26.615991
i64toa_sequential,countlut,16,27.160035
i64toa_sequential,countlut,17,32.140716
i64toa_sequential,countlut,18,33.224972
i64toa_sequential,countlut,19,33.949086
i64toa_sequential,countlut,20,33.941423
i64toa_random,countlut,0,36.117981
i64toa_sequential,lut,1,10.708464
i64toa_sequential,lut,2,12.133704
i64toa_sequential,lut,3,15.336665
i64toa_sequential,lut,4,16.765738
i64toa_sequential,lut,5,19.294391
i64toa_sequential,lut,6,21.474396
i64toa_sequential,lut,7,27.052759
i64toa_sequential,lut,8,30.098637
i64toa_sequential,lut,9,34.914572
i64toa_sequential,lut,10,37.324455
i64toa_sequential,lut,11,42.646121
i64toa_sequential,lut,12,46.960156
i64toa_sequential,lut,13,49.584592
i64toa_sequential,lut,14,51.829730
i64toa_sequential,lut,15,57.856353
i64toa_sequential,lut,16,58.132206
i64toa_sequential,lut,17,64.078373
i64toa_sequential,lut,18,69.591603
i64toa_sequential,lut,19,71.775440
i64toa_sequential,lut,20,71.319516
i64toa_random,lut,0,67.440141
i64toa_sequential,naive,1,12.129873
i64toa_sequential,naive,2,15.428616
i64toa_sequential,naive,3,18.922755
i64toa_sequential,naive,4,22.738723
i64toa_sequential,naive,5,27.458876
i64toa_sequential,naive,6,33.175165
i64toa_sequential,naive,7,41.094447
i64toa_sequential,naive,8,46.757098
i64toa_sequential,naive,9,52.255003
i64toa_sequential,naive,10,56.641834
i64toa_sequential,naive,11,62.702939
i64toa_sequential,naive,12,68.626118
i64toa_sequential,naive,13,77.035805
i64toa_sequential,naive,14,78.315457
i64toa_sequential,naive,15,82.901515
i64toa_sequential,naive,16,89.445363
i64toa_sequential,naive,17,96.985347
i64toa_sequential,naive,18,102.732286
i64toa_sequential,naive,19,105.138338
i64toa_sequential,naive,20,104.640270
i64toa_random,naive,0,85.281897
i64toa_sequential,null,1,2.494172
i64toa_sequential,null,2,2.494172
i64toa_sequential,null,3,2.494172
i64toa_sequential,null,4,2.494172
i64toa_sequential,null,5,2.494172
i64toa_sequential,null,6,2.494172
i64toa_sequential,null,7,2.494172
i64toa_sequential,null,8,2.494172
i64toa_sequential,null,9,2.494172
i64toa_sequential,null,10,2.494172
i64toa_sequential,null,11,2.494172
i64toa_sequential,null,12,2.494172
i64toa_sequential,null,13,2.494172
i64toa_sequential,null,14,2.494172
i64toa_sequential,null,15,2.494172
i64toa_sequential,null,16,2.494172
i64toa_sequential,null,17,2.494172
i64toa_sequential,null,18,2.494172
i64toa_sequential,null,19,2.494172
i64toa_sequential,null,20,2.494172
i64toa_random,null,0,2.148589
i64toa_sequential,sprintf,1,124.884822
i64toa_sequential,sprintf,2,138.252203
i64toa_sequential,sprintf,3,153.178919
i64toa_sequential,sprintf,4,177.749001
i64toa_sequential,sprintf,5,201.047092
i64toa_sequential,sprintf,6,222.919943
i64toa_sequential,sprintf,7,243.179820
i64toa_sequential,sprintf,8,263.393721
i64toa_sequential,sprintf,9,282.622980
i64toa_sequential,sprintf,10,306.468946
i64toa_sequential,sprintf,11,323.951136
i64toa_sequential,sprintf,12,344.666936
i64toa_sequential,sprintf,13,364.405757
i64toa_sequential,sprintf,14,384.673296
i64toa_sequential,sprintf,15,405.557673
i64toa_sequential,sprintf,16,425.744755
i64toa_sequential,sprintf,17,451.264997
i64toa_sequential,sprintf,18,473.980732
i64toa_sequential,sprintf,19,497.504871
i64toa_sequential,sprintf,20,500.244245
i64toa_random,sprintf,0,336.916231
i64toa_sequential,sse2,1,6.769894
i64toa_sequential,sse2,2,6.413584
i64toa_sequential,sse2,3,6.593655
i64toa_sequential,sse2,4,6.620474
i64toa_sequential,sse2,5,10.175914
i64toa_sequential,sse2,6,10.413454
i64toa_sequential,sse2,7,10.352153
i64toa_sequential,sse2,8,10.704632
i64toa_sequential,sse2,9,19.639207
i64toa_sequential,sse2,10,19.646870
i64toa_sequential,sse2,11,19.639207
i64toa_sequential,sse2,12,19.627713
i64toa_sequential,sse2,13,19.635376
i64toa_sequential,sse2,14,19.643038
i64toa_sequential,sse2,15,19.616219
i64toa_sequential,sse2,16,19.267572
i64toa_sequential,sse2,17,28.033570
i64toa_sequential,sse2,18,28.562288
i64toa_sequential,sse2,19,28.286435
i64toa_sequential,sse2,20,28.317085
i64toa_random,sse2,0,33.787980
i64toa_sequential,vc,1,15.171920
i64toa_sequential,vc,2,24.114157
i64toa_sequential,vc,3,32.899312
i64toa_sequential,vc,4,46.078959
i64toa_sequential,vc,5,57.768234
i64toa_sequential,vc,6,79.146848
i64toa_sequential,vc,7,83.966614
i64toa_sequential,vc,8,96.391497
i64toa_sequential,vc,9,109.935117
i64toa_sequential,vc,10,123.348473
i64toa_sequential,vc,11,138.390129
i64toa_sequential,vc,12,153.343665
i64toa_sequential,vc,13,166.059726
i64toa_sequential,vc,14,180.745072
i64toa_sequential,vc,15,195.752246
i64toa_sequential,vc,16,211.100405
i64toa_sequential,vc,17,226.080760
i64toa_sequential,vc,18,241.812048
i64toa_sequential,vc,19,258.535642
i64toa_sequential,vc,20,262.443560
i64toa_random,vc,0,162.505436
